Id,Label,Weight
54,Led Zeppelin,0.11822925040650407
55,MC5,0.03479985671020834
56,Funkadelic,0.02578154436076439
57,Gene Simmons,0.0065187687572023706
58,Melvins,0.014784752624926135
59,Jimi Hendrix,0.10752977073170732
60,Neil Young,0.07917614959349593
61,Ohio Players,0.01454614668494239
62,Wipers,0.006419687804878049
63,Ramones,0.13713919397474877
64,Mountain,0.010401144746057687
65,The Stooges,0.06207263973714586
66,AC/DC,0.034773308943089436
67,Aerosmith,0.036826862991601574
68,Budgie,0.004294553037750313
69,The Beatles,0.3307031998963351
70,Black Sabbath,0.09148055121951218
71,Iron Butterfly,0.011769427642276424
72,The Velvet Underground,0.09717132466431407
73,Spice Girls,0.011963074882920758
74,t.A.T.u.,0.0016791286603445804
75,Boney M.,0.0032291483002602666
76,Gwen Stefani,0.009110617910097964
77,Britney Spears,0.015909576688896157
78,Tanya Tucker,0.017560471033330347
79,Pam Tillis,0.008108562057211824
80,Patty Loveless,0.009629531707317075
81,Bobbie Gentry,0.005937371460309987
82,The Judds,0.009094557723577236
83,Connie Smith,0.003744817886178862
84,Tammy Wynette,0.017119167479674798
85,Dolly Parton,0.026213725203252033
86,Janie Fricke,0.0026748699186991873
87,Loretta Lynn,0.025231241862613368
88,Ray Price,0.02686137353298327
89,Skeeter Davis,0.0038134053866603445
90,Lynn Anderson,0.0069908413843012005
91,Soulfly,0.003738707868142136
92,All That Remains,0.0018258733099122068
93,In Flames,0.004591123309319768
94,Biohazard,0.010352774759108029
95,Vision of Disorder,0.006219308317364575
96,Hatebreed,0.007489635772357723
97,At the Gates,0.007508831643661794
98,Olivier Messiaen,0.0016049219512195123
99,GyÃ¶rgy KurtÃ¡g,0.0002538324125042637
100,Daddy Yankee,0.008490378974813936
101,Speedy,0.0005349739837398372
102,Spyro Gyra,0.004418140054304267
103,Allan Holdsworth,0.0005349739837398372
104,Jo Stafford,0.006419687804878049
105,Allan Sherman,0.002000325162892978
106,Victor Borge,0.0013178407632952033
107,Theodore Bikel,0.0010605873675084898
108,Spike Jones,0.011315928207510487
109,Simon & Garfunkel,0.024608803252032525
110,Sergio Mendes,0.0028115711777158326
111,The Beach Boys,0.10007593836297811
112,Les Baxter,0.004279791869918699
113,Caetano Veloso,0.008150388124735949
114,Burt Bacharach,0.0338403835208636
115,Baden Powell,0.003171667702906729
116,AntÃ´nio Carlos Jobim,0.018317920594402817
117,JoÃ£o Gilberto,0.01572771819195016
118,Frank Sinatra,0.0379903026224993
119,EdÃº Lobo,0.002297631205567911
120,John Cage,0.018189115447154475
121,Tangerine Dream,0.018751390026866214
122,Pink Floyd,0.07849996123733315
123,Miles Davis,0.08927757239031406
124,Terry Riley,0.018387277096821197
125,Jefferson Airplane,0.013374349593495937
126,Grateful Dead,0.03209843902439025
127,Joan Armatrading,0.006489398130343645
128,Tanita Tikaram,1.9490790444435933e-05
129,TLC,0.019794037398373984
130,Total,8.043499092184379e-06
131,En Vogue,0.011851966750258855
132,Janet Jackson,0.03161279850174914
133,Mariah Carey,0.024377431750254613
134,R. Kelly,0.022106790055684805
135,Mary J. Blige,0.018189115447154475
136,Chaka Khan,0.10163859666584871
137,Whitney Houston,0.06081235500337014
138,Cream,0.0489301339329471
139,Pat Travers,0.0
140,Elmore James,0.027599761904593397
141,Eric Clapton,0.024608803252032525
142,Deep Purple,0.05088058135235494
143,Jeff Beck,0.0241197771835797
144,Leslie West,0.0017505838220834753
145,The Yardbirds,0.056222017777113706
146,Little Walter,0.011814746062472407
147,Robin Trower,0.005834382428103306
148,The Rolling Stones,0.1713253612431558
149,Barry Manilow,0.0075904132294981235
150,Pablo Cruise,0.0009118856389206407
151,America,0.008559583739837399
152,Poco,0.008718773305946366
153,Brand New,0.003758379658724285
154,Alexisonfire,1.69769172328654e-05
155,Sunny Day Real Estate,0.017654141463414635
156,Stone Temple Pilots,0.014504845115790647
157,Quicksand,0.0063530689631857455
158,Joe,0.0013713195721154585
159,Tank,0.0012418553439081936
160,Leonard Bernstein,0.0037834266818213462
161,Andrew Lloyd Webber,0.007513766269634275
162,Jule Styne,0.0012372527485971058
163,George Martin,0.0038684665114001645
164,Stephen Sondheim,0.0022042439276968233
165,U-Roy,0.01294842749636736
166,Pato Banton,0.0021854875332440902
167,Derrick Morgan,0.005628156754935349
168,Jimmy Cliff,0.01872408943089431
169,Aswad,0.010184393626130083
170,Steel Pulse,0.006954661788617887
171,Toots & the Maytals,0.017654141463414635
172,Desmond Dekker,0.011939817668977433
173,Prince Jazzbo,0.0021398959349593497
174,Creedence Clearwater Revival,0.018896055063295808
175,Southern Culture on the Skids,0.0008430048395112072
176,The Cramps,0.01069947967479675
177,Lynyrd Skynyrd,0.02086398536585366
178,Charlie Feathers,0.0050438758122898246
179,Link Wray,0.013485374115274906
180,Sam the Sham & the Pharaohs,0.0048147658536585375
181,Screamin' Jay Hawkins,0.012028932202112007
182,Jerry Lee Lewis,0.028353621138211386
183,Brian Setzer,0.002200831904108701
184,Mojo Nixon,0.0005349739837398372
185,Dave Edmunds,0.006539777793465634
186,ZZ Top,0.012304401626016263
187,Tony Joe White,0.005410906864021276
188,Keith Richards,0.008890370977971993
189,Johnny Cash,0.05993776140563952
190,The Ventures,0.006022170604911937
191,Molly Hatchet,0.004220926495583442
192,Cab Calloway,0.014819300727799994
193,T-Bone Walker,0.026274263657805573
194,Charlie Christian,0.018945087233086806
195,Tony Rebel,0.00015929632441906368
196,T.S.O.L.,0.0005349739837398372
197,The Dickies,0.008670608261616369
198,The Weirdos,0.005884713821138212
199,Steven Halpern,0.002365606077315551
200,Parijat,0.0
201,George Duke,0.011644271826176425
202,T-Connection,0.00012763700821516008
203,Paula Abdul,0.0048147658536585375
204,Selena,0.006954661788617887
205,Cyndi Lauper,0.010623511396317776
206,Fito Olivares,0.0005349739837398372
207,Madonna,0.04333498660466933
208,Donna Summer,0.01832187794544994
209,Gloria Estefan,0.01151236101045934
210,Los Tigres del Norte,0.004408916411940632
211,The Kinks,0.10272985441483436
212,Space,0.0005702121702389299
213,The Who,0.08040897722379198
214,Syreeta,0.0026748699186991873
215,Alicia Keys,0.0032228828378095126
216,Natalie Cole,0.007489635772357723
217,Isaac Hayes,0.01872408943089431
218,D'Angelo,0.014081521486967617
219,Faith Evans,0.007489635772357723
220,Dionne Warwick,0.017119167479674798
221,Erykah Badu,0.01016450569105691
222,Sade,0.015062700959909942
223,Roberta Flack,0.01872408943089431
224,Marvin Gaye,0.09093317481002341
225,Prince,0.050355377672910824
226,Nina Simone,0.02858293102995101
227,The Sweet Inspirations,0.004890170992141213
228,Brenda Russell,0.003744817886178862
229,Stevie Wonder,0.07386912073627705
230,Maxwell,0.003744817886178862
231,Oleta Adams,0.0023420801131172073
232,Aretha Franklin,0.051325088657392985
233,Allen Toussaint,0.012152798455426949
234,Slayer,0.03693075433061355
235,Pantera,0.020189277422528476
236,Iron Maiden,0.03714376670289661
237,Corrosion of Conformity,0.008330267328121033
238,Exhorder,0.0026835416716807234
239,Judas Priest,0.04085970032225638
240,Van Halen,0.028888595121951226
241,Saint Vitus,0.005349739837398375
242,Venom,0.01667053948148114
243,Napalm Death,0.006954661788617887
244,Negative Approach,0.0032098439024390245
245,Megadeth,0.017279589174862726
246,Ozzy Osbourne,0.015822418679643915
247,Anthrax,0.016049219512195123
248,MotÃ¶rhead,0.02946723381504863
249,Godflesh,0.0037643233714774087
250,Annihilator,0.0038838590085916403
251,Manowar,0.007573137725479516
252,Ted Nugent,0.012304401626016263
253,Testament,0.00643453734166362
254,Anvil,0.004279791869918699
255,Danzig,0.00816632243779971
256,System of a Down,0.003744817886178862
257,John Frusciante,0.004279791869918699
258,Rollins Band,0.004322712729711956
259,Nine Inch Nails,0.018189115447154475
260,Nirvana,0.05940845381573483
261,Neurosis,0.0021398959349593497
262,Mr. Bungle,0.009208629165248212
263,Helmet,0.011234453658536588
264,Marilyn Manson,0.008559583739837399
265,T. Rex,0.0405541605559278
266,Chuck Berry,0.0851000850483027
267,Elvis Presley,0.08880568130081302
268,Donovan,0.020340849520189497
269,Little Richard,0.0470777105691057
270,The Paul Butterfield Blues Band,0.024136964732601077
271,Steppenwolf,0.012903723602493571
272,The Amboy Dukes,0.002821797955623681
273,King Crimson,0.026894198495346428
274,The Doors,0.19910629627503154
275,Laura Nyro,0.01746086202061631
276,Frank Zappa,0.04530047705576608
277,Vanilla Fudge,0.012684219025406129
278,John Barry,0.010266324156258073
279,The Pretty Things,0.010228853683794384
280,Tony Bennett,0.019291993527849736
281,Paolo Conte,0.0026748699186991873
282,Ã‰dith Piaf,0.018189115447154475
283,Yves Montand,0.0013461853019484115
284,Charles Aznavour,0.01016450569105691
285,Dave Brubeck,0.007584236547756892
286,Terry Gibbs,0.0005349739837398372
287,Alice Coltrane,0.0021096423873138473
288,John Coltrane,0.06312693008130082
289,Dexter Gordon,0.009094557723577236
290,Ravi Shankar,0.011474996374906638
291,Bud Powell,0.021059993827372323
292,McCoy Tyner,0.007489635772357723
293,Paul Oakenfold,0.0026748699186991873
294,Robert Miles,0.0009369803148623539
295,Paul van Dyk,0.0021398959349593497
296,Pearl Jam,0.02198219432788644
297,Semisonic,0.0023880564086298643
298,Paul Westerberg,0.004888558471136511
299,BoDeans,0.0026748699186991873
300,Big Star,0.040123048780487815
301,The Connells,0.001751279117023933
302,Crowded House,0.00766222924825723
303,Foo Fighters,0.017654141463414635
304,Lindsey Buckingham,0.0037834266818213462
305,Jimmy Buffett,0.009629531707317075
306,Matthew Sweet,0.003410551292527809
307,The Posies,0.0016049219512195123
308,Tom Petty,0.02086398536585366
309,Marshall Crenshaw,0.003744817886178862
310,The Smithereens,0.00416178285982168
311,Todd Rundgren,0.015141991482590975
312,Gram Parsons,0.02728367317073171
313,Steely Dan,0.013343034308078044
314,Toto,0.004279791869918699
315,Bee Gees,0.02772992478212807
316,"Blood, Sweat & Tears",0.007219542277607904
317,Boz Scaggs,0.00457673606043703
318,Larry Carlton,0.0027998568093117516
319,Chicago,0.008189430201336676
320,Jackson Browne,0.018189115447154475
321,The Doobie Brothers,0.007489635772357723
322,Loggins & Messina,0.0005349739837398372
323,Orleans,0.0027185874247937264
324,Manfred Mann,0.004718040281075284
325,Yes,0.024933670166474818
326,Elton John,0.041629895255855164
327,Herbie Hancock,0.01664941121154242
328,Harold Arlen,0.004615344316197727
329,Billie Holiday,0.0569086294239632
330,Billy Eckstine,0.033328286609969865
331,Dizzy Gillespie,0.03266582206731645
332,Joe Mooney,0.001069947967479675
333,Ella Fitzgerald,0.040123048780487815
334,Sarah Vaughan,0.024093340389259848
335,Charlie Parker,0.05134437223078063
336,Johnny Hartman,0.008024609756097562
337,Joe Williams,0.00536260943594587
338,Johnny Mercer,0.008360184614609991
339,Stan Getz,0.009629531707317075
340,Max Roach,0.016122570517013442
341,Stan Levey,0.000623218487569857
342,Stephanie Mills,0.0032666828304637285
343,Alicia Myers,0.0004939654736611925
344,Deniece Williams,0.005349739837398375
345,The Jones Girls,0.0012926034298654733
346,Ray Charles,0.06127791059057519
347,Ali Farka TourÃ©,0.0028101442138098783
348,Big Joe Williams,0.0056483717159849746
349,John Lee Hooker,0.03316838699186992
350,Lightnin' Hopkins,0.018932712505722378
351,Compay Segundo,0.007488951604898288
352,Pablo MilanÃ©s,0.0011815084122873728
353,Vicente FernÃ¡ndez,0.0021398959349593497
354,Alicia Villarreal,0.0003125191717247292
355,Luis Miguel,0.005884713821138212
356,Alejandro FernÃ¡ndez,0.0021398959349593497
357,Alejandro Sanz,0.0005349739837398372
358,Vassar Clements,0.005884713821138212
359,Alison Krauss & Union Station,0.0
360,Ralph Stanley,0.011204336468335404
361,J.D. Crowe & the New South,0.0028693438523057736
362,Steve Howe,0.0037395436717215687
363,Brian May,0.0016049219512195123
364,Jimmy Page,0.0075999307210116475
365,George Harrison,0.006954661788617887
366,Rick Nielsen,0.0011909553560025398
367,The Shadows,0.013502190055564783
368,Joe Satriani,0.004279791869918699
369,Smokey Robinson,0.04583628033109865
370,Pete Townshend,0.005141451848493442
371,Jaco Pastorius,0.004290516535374945
372,Tony Levin,0.0013674170164133476
373,Jack Bruce,0.007065241362457941
374,The Five Satins,0.0035621574080474854
375,The Delfonics,0.005884713821138212
376,The Five Keys,0.0026748699186991873
377,The Impressions,0.016049219512195123
378,The Drifters,0.0307182340532134
379,Curtis Mayfield,0.03955882998009345
380,The Dells,0.009167834022069749
381,Gene Chandler,0.013481059846216462
382,Jerry Butler,0.015129072475462229
383,Brook Benton,0.005349739837398375
384,The Platters,0.021111630565374698
385,Pebbles,0.001069947967479675
386,Betty Wright,0.008036635615368914
387,Klymaxx,0.001079600166390296
388,Labelle,0.007489635772357723
389,The Supremes,0.017654141463414635
390,Minnie Riperton,0.017119167479674798
391,Atlantic Starr,0.0032098439024390245
392,The Tams,0.0037071447643930947
393,The Three Degrees,0.0026748699186991873
394,Diana Ross,0.02781864715447155
395,Gloria Gaynor,0.005349739837398375
396,Sister Sledge,0.0048147658536585375
397,New Edition,0.013627948192430257
398,The Pointer Sisters,0.014045817169925728
399,Bo Diddley,0.03482458438226496
400,The Trashmen,0.0027538369710367054
401,The Champs,0.001069947967479675
402,Chubby Checker,0.003744817886178862
403,The Rivingtons,0.0019250313671787132
404,The Kingsmen,0.008024609756097562
405,Blind Melon,0.004887620939473321
406,Papa Roach,0.0026748699186991873
407,Kid Rock,0.008024609756097562
408,Fugazi,0.02252507777332471
409,Alice in Chains,0.02362976278760997
410,The Cult,0.005615799131698142
411,Sex Pistols,0.09452395279380991
412,Heart,0.010679297952472813
413,Misfits,0.015014085745182716
414,Ronnie Milsap,0.009573708891886332
415,T. Graham Brown,0.0009066004308260754
416,Tower of Power,0.010965561591136472
417,Sharon Jones & the Dap-Kings,0.0005349739837398372
418,The Mar-Keys,0.004053498794380143
419,Ike & Tina Turner,0.011758566415509278
420,James Brown,0.08251666136094317
421,Barbara Lynn,0.0023895464911989506
422,Carla Thomas,0.005904018218959454
423,Fontella Bass,0.0032632708677780924
424,Otis Redding,0.05445237101831184
425,The Memphis Horns,0.0034562150294037254
426,Candi Staton,0.003744817886178862
427,Gladys Knight & the Pips,0.0021640264322359023
428,Steve Cropper,0.00223641792406556
429,Irma Thomas,0.01332917697784542
430,Lyn Collins,0.0010820132161179514
431,Etta James,0.02148834567035928
432,Was (Not Was),0.002703243916587366
433,Otis Clay,0.0034511488752045497
434,The Mamas & the Papas,0.00867062593685454
435,Spanky & Our Gang,0.02010854994211317
436,The Four Freshmen,0.006419687804878049
437,The New Christy Minstrels,0.004279791869918699
438,Herman's Hermits,0.007838948946795706
439,The Flaming Lips,0.016461256546923105
440,Sparklehorse,0.003744817886178862
441,Galaxie 500,0.007275204595136054
442,R.E.M.,0.04547278861788618
443,The Replacements,0.031197892073607254
444,Guided by Voices,0.011234453658536588
445,The Boo Radleys,0.0039993294876215
446,Pavement,0.01658419349593496
447,Cracker,0.004823617098947854
448,Mojave 3,0.005293485464293417
449,Alkaline Trio,0.004355124048057763
450,Senses Fail,0.000262481293417651
451,Saves the Day,0.005440794152852893
452,Dag Nasty,0.004279791869918699
453,Youth of Today,0.011378228695804987
454,Cro-Mags,0.00586039203236401
455,Jawbreaker,0.014088825128945867
456,The Promise Ring,0.008631964166036774
457,Jawbox,0.010257443213615138
458,Sparta,0.00019888745428067042
459,U2,0.04333289268292684
460,Government Issue,0.0025058962576068543
461,Sheena Easton,0.005019300544859792
462,Patty Smyth,0.003874853812162825
463,Jody Watley,0.006453291756640952
464,Take That,0.010590719678900445
465,M People,0.007669761988041388
466,Howard Jones,0.004977087166179757
467,Leif Garrett,0.003744817886178862
468,Wham!,0.010871642744858575
469,Samantha Fox,0.0027679115295108354
470,Lisa Stansfield,0.003965724343384231
471,Rick Astley,0.0016049219512195123
472,New Kids on the Block,0.018362006745877683
473,The Partridge Family,0.007061904635674978
474,Ace of Base,0.009191079712683447
475,George Michael,0.011802865617073933
476,The Velvelettes,0.0021398959349593497
477,Kylie Minogue,0.00964722740531988
478,Shalamar,0.005292082644081473
479,Menudo,0.0059242856422990365
480,Sparks,0.010719814831267738
481,Jacques Brel,0.013408341799775526
482,Scott Walker,0.0163575360801925
483,The Stylistics,0.0121000026700714
484,Tracey Thorn,0.0024029350045367097
485,Young Marble Giants,0.006419687804878049
486,SHeDAISY,0.0
487,Jo Dee Messina,0.003744817886178862
488,Shania Twain,0.010734744875941461
489,Faith Hill,0.009105913251707379
490,Dixie Chicks,0.01016450569105691
491,Deana Carter,0.0032098439024390245
492,Joni Mitchell,0.06394002606576414
493,Lorrie Morgan,0.0072217402615233515
494,McBride & the Ride,0.0006079247851555976
495,Martina McBride,0.008572381521428713
496,Mindy McCready,0.0016863833641828966
497,Trisha Yearwood,0.006724861605407296
498,Terri Clark,0.0021398959349593497
499,Sarah McLachlan,0.01123823152575325
500,Mary Chapin Carpenter,0.0048147658536585375
501,Static-X,0.0019503527561760892
502,Fear Factory,0.006954661788617887
503,Filter,0.0024938098950154533
504,Ministry,0.01410037475823624
505,White Zombie,0.006419687804878049
506,Shed Seven,0.0014926681575875857
507,Oasis,0.013318803079396348
508,The Stone Roses,0.014444297560975611
509,Slam Stewart,0.0034682918495196544
510,Charles Mingus,0.01442095242695845
511,Erskine Hawkins,0.003768948383455415
512,Lennie Tristano,0.004625430246801694
513,Thelonious Monk,0.027417395854449567
514,Milt Hinton,0.0027940674514045946
515,Buddy Collette,0.001069947967479675
516,Amos Milburn,0.006446394238403243
517,Taproot,0.0008884071210755968
518,Candlebox,0.008535968577389946
519,Slipknot,0.004279791869918699
520,Creed,0.011769427642276424
521,Deftones,0.017654141463414635
522,Spineshank,0.000476171253947891
523,Traffic,0.0124385927082202
524,Spin Doctors,0.005884713821138212
525,Ten Years After,0.004831065753209502
526,Steve Miller Band,0.01030510073051984
527,The Band,0.044000740857782814
528,Bob Weir,0.006005152443505543
529,Bootsy Collins,0.009212792193451478
530,Edgar Winter,0.005990027913064869
531,War,0.007541486758268207
532,Jorma Kaukonen,0.003303700308504783
533,Van Morrison,0.035493478833117584
534,Little Feat,0.012903723602493571
535,Quicksilver Messenger Service,0.005349739837398375
536,The Allman Brothers Band,0.02966084744324482
537,Graham Central Station,0.005349739837398375
538,Chic,0.0198246311823169
539,Spandau Ballet,0.004330678315732668
540,Be Bop Deluxe,0.009141361571917694
541,Gary Numan,0.02483925994661574
542,Japan,0.007489635772357723
543,Sam Cooke,0.06907543276547183
544,David Bowie,0.1273920417094658
545,Brian Eno,0.07222148780487805
546,David Essex,0.005884713821138212
547,Ultravox,0.016049219512195123
548,Roxy Music,0.055337710420560925
549,Bad Religion,0.0197908552580821
550,All,0.004066239645506538
551,Generation X,0.0072574709995371425
552,Redd Kross,0.0015019379602801827
553,Tracy Bonham,0.000724693980429244
554,Pat Benatar,0.009094557723577236
555,Liz Phair,0.007133178138814984
556,Hole,0.006457153542582107
557,Tori Amos,0.012424651937444416
558,Travis Tritt,0.008849931869724954
559,Tracy Byrd,0.002182201303708857
560,Keith Whitley,0.013230791405613352
561,Ricky Van Shelton,0.006668393477313
562,Vince Gill,0.015562506523008392
563,Johnny Paycheck,0.008559583739837399
564,Sammy Kershaw,0.001158426457493701
565,Randy Travis,0.07600044449348548
566,Brooks & Dunn,0.007856676802311004
567,Alan Jackson,0.014464756922769065
568,Clint Black,0.012304401626016263
569,Garth Brooks,0.020363397340732912
570,George Strait,0.025143777235772366
571,Teena Marie,0.01016450569105691
572,Tara Kemp,0.0029851345862692163
573,Ferlin Husky,0.002393652244319576
574,Sheb Wooley,0.0014496718049955256
575,Grant Lee Buffalo,0.005349739837398375
576,Palace,0.0
577,Sonny Landreth,0.0037627547438740428
578,Tab Benoit,0.0005610293297627825
579,"Clarence ""Gatemouth"" Brown",0.0071918092979800395
580,Dr. John,0.00865610572894361
581,Professor Longhair,0.00966814050295956
582,Albert Collins,0.009495421018667913
583,Albert King,0.01925906341463415
584,Stevie Ray Vaughan,0.008669648147287174
585,Buddy Guy,0.0216035893775314
586,American Head Charge,0.0006813460969395387
587,Keith Jarrett,0.008305182678926668
588,Bob Dorough,0.0026748699186991873
589,Horace Silver,0.019257855825536418
590,Stan Kenton,0.012839375609756098
591,Jay & the Americans,0.0009975702280687522
592,Mose Allison,0.010814247303666862
593,Petula Clark,0.011572601828400508
594,Olivia Newton-John,0.0048147658536585375
595,Anne Murray,0.006419687804878049
596,Helen Reddy,0.0005349739837398372
597,Linda Ronstadt,0.01688493314869186
598,Stevie Nicks,0.01016450569105691
599,Kenny Burrell,0.006964182145209106
600,Stanley Jordan,0.0016049219512195123
601,Carlos Santana,0.00241620656144598
602,Gabor Szabo,0.0016692699439569856
603,George Benson,0.01073657440002188
604,Wes Montgomery,0.013374349593495937
605,Roy Buchanan,0.004063667252572535
606,All-4-One,0.0021398959349593497
607,Bell Biv DeVoe,0.009342489153861174
608,Take 6,0.0011151362827792975
609,Little Anthony & the Imperials,0.005884713821138212
610,The Tymes,0.0011908102874228698
611,Guy,0.013853007322183865
612,The Chi-Lites,0.003923630722361906
613,Keith Sweat,0.019394603160091402
614,"Hank Williams, Jr.",0.01590028785895938
615,Trace Adkins,0.002262051501825325
616,Waylon Jennings,0.027087733317401635
617,Ricky Skaggs,0.010701296258521167
618,Merle Haggard,0.05435426461329443
619,Mickey Gilley,0.006150370158347887
620,Daryle Singletary,0.001069947967479675
621,Dwight Yoakam,0.009094557723577236
622,John Mayall,0.01539892993453265
623,The Rascals,0.004901836731331431
624,Georgie Fame,0.007489635772357723
625,Yusef Lateef,0.0026748699186991873
626,The Byrds,0.08771518556357791
627,The Animals,0.02086398536585366
628,Them,0.007489635772357723
629,Taylor Dayne,0.0005349739837398372
630,Sister Carol,0.00024566913870976563
631,Marcia Griffiths,0.003744817886178862
632,Everclear,0.0070836797294326
633,American Hi-Fi,0.0001589178342779553
634,Tadd Dameron,0.0032098439024390245
635,Stanley Turrentine,0.02092864662335127
636,Sonny Rollins,0.016099747749733603
637,Gene Ammons,0.005904610939603285
638,Don Byas,0.008524709265787354
639,Lowell Fulson,0.00111683007647412
640,Illinois Jacquet,0.022322071328953745
641,The Blues Brothers,0.001069947967479675
642,Cheech & Chong,0.005688255840258839
643,Twisted Sister,0.007489635772357723
644,Def Leppard,0.017716680890114304
645,Scorpions,0.010703278401869002
646,Status Quo,0.004880952360474224
647,The Rutles,0.002196355390038352
648,Stealers Wheel,0.0005349739837398372
649,Soul Coughing,0.004279791869918699
650,TV on the Radio,3.004859660945892e-05
651,The Fall,0.016604918629701117
652,Frank Black,0.00853479728892144
653,Dinosaur Jr.,0.01872408943089431
654,Joy Division,0.04527157936268458
655,Public Image Ltd.,0.023547172434229362
656,Jan Hammer,0.0016712142071462362
657,Peter Gabriel,0.02394962061493753
658,Thee Oh Sees,0.0011051861539787679
659,The J.B.'s,0.00937819393083917
660,Stanton Moore,0.0
661,Idris Muhammad,0.0012829678228189695
662,Marcus Miller,0.004605309700823125
663,Jimmy Smith,0.01069947967479675
664,Patrick O'Hearn,0.0003461739523813879
665,Kitaro,0.0032098439024390245
666,Edgar Froese,0.0033505914156820114
667,Harold Budd,0.006419687804878049
668,Rick Wakeman,0.004846939850027274
669,Mannheim Steamroller,0.0048147658536585375
670,Liz Story,0.0013258942635853829
671,Vangelis,0.007054998493800921
672,Gordon Lightfoot,0.007052918724456234
673,Stan Rogers,0.0006509649538167588
674,Tom Paxton,0.013019787091352791
675,Patsy Cline,0.02677779471446611
676,Bobby Darin,0.011133639768208378
677,Eagles,0.022468907317073177
678,David Allan Coe,0.009094557723577236
679,Glen Campbell,0.01192334888166805
680,The Collins Kids,0.0026748699186991873
681,Wanda Jackson,0.01016450569105691
682,Melba Montgomery,0.0032267855224019375
683,Brenda Lee,0.011808036437918909
684,George Jones,0.04293371875473803
685,Paul Simon,0.027101772202687623
686,Shawn Colvin,0.00594736981274031
687,Bonnie Raitt,0.015530275073074713
688,Chris Smither,0.002682120745953542
689,Carly Simon,0.009094557723577236
690,Dusty Springfield,0.01949972705328661
691,Dan Fogelberg,0.004279791869918699
692,Carole King,0.028888595121951226
693,Fleetwood Mac,0.025720195331054345
694,Don Henley,0.00642984801425765
695,James Taylor,0.037554805294347564
696,Judee Sill,0.004279791869918699
697,Rosanne Cash,0.0056986278718819
698,Judy Collins,0.009963539945018184
699,Richard Thompson,0.005884713821138212
700,Rickie Lee Jones,0.010042792409952013
701,Willis Alan Ramsey,0.0026748699186991873
702,The Roches,0.00482226881450338
703,John Hiatt,0.005143777851263844
704,Leon Russell,0.006187927899670738
705,Kate & Anna McGarrigle,0.0079391050530419
706,Dave Mason,0.00647465370871091
707,Solomon Burke,0.01418092876550996
708,Wilson Pickett,0.02191340097098276
709,The Isley Brothers,0.03567997573302648
710,Booker T. Jones,0.012303403064890875
711,Lee Dorsey,0.007489635772357723
712,Teenage Fanclub,0.005884713821138212
713,Travis,0.00366211695584572
714,Paul Weller,0.006954661788617887
715,Paul McCartney,0.01554182323962849
716,Supergrass,0.003744817886178862
717,Smashing Pumpkins,0.016049219512195123
718,The Lightning Seeds,0.003873513871653809
719,James,0.0048147658536585375
720,Echo & the Bunnymen,0.021453256727338634
721,Ride,0.009697082847531836
722,Jeff Buckley,0.012956217086268984
723,Radiohead,0.029437786831924828
724,The Verve,0.007513766269634275
725,Feeder,0.0016049219512195123
726,Del Amitri,0.009276356264181534
727,Manic Street Preachers,0.006086568238989017
728,Sister Rosetta Tharpe,0.006954661788617887
729,Muddy Waters,0.060452060162601635
730,Ella Mae Morse,0.0005349739837398372
731,Shawn Mullins,3.86087956424841e-05
732,Stephen Stills,0.006419687804878049
733,Indigo Girls,0.005359392036308996
734,Kris Kristofferson,0.014444297560975611
735,Jim Croce,0.004947469208038192
736,Alan Parsons,0.0032098439024390245
