,Source,Target,Type,Id,Weight,color
123,4,678,Directed,123,1,l
124,4,685,Directed,124,1,l
125,4,686,Directed,125,1,l
126,4,687,Directed,126,1,l
127,4,689,Directed,127,1,l
128,4,691,Directed,128,1,l
129,4,694,Directed,129,1,l
130,4,695,Directed,130,1,l
131,4,696,Directed,131,1,l
132,4,697,Directed,132,1,l
133,4,698,Directed,133,1,l
134,4,699,Directed,134,1,l
135,4,701,Directed,135,1,l
136,4,702,Directed,136,1,l
137,4,703,Directed,137,1,l
138,4,704,Directed,138,1,l
139,4,705,Directed,139,1,l
140,4,713,Directed,140,1,l
141,4,722,Directed,141,1,l
142,4,731,Directed,142,1,l
143,4,732,Directed,143,1,l
144,4,733,Directed,144,1,l
145,4,734,Directed,145,1,l
146,4,735,Directed,146,1,l
147,4,740,Directed,147,1,l
148,4,746,Directed,148,1,l
149,4,747,Directed,149,1,l
150,4,767,Directed,150,1,l
151,4,768,Directed,151,1,l
152,4,780,Directed,152,1,l
153,4,784,Directed,153,1,l
154,4,786,Directed,154,1,l
155,4,795,Directed,155,1,l
156,4,798,Directed,156,1,l
157,4,805,Directed,157,1,l
158,4,806,Directed,158,1,l
159,4,814,Directed,159,1,l
160,4,816,Directed,160,1,l
161,4,817,Directed,161,1,l
162,4,826,Directed,162,1,l
163,4,827,Directed,163,1,l
164,4,828,Directed,164,1,l
165,4,829,Directed,165,1,l
166,4,831,Directed,166,1,l
167,4,860,Directed,167,1,l
168,4,864,Directed,168,1,l
169,4,865,Directed,169,1,l
170,4,905,Directed,170,1,l
171,4,946,Directed,171,1,l
172,4,947,Directed,172,1,l
173,4,948,Directed,173,1,l
174,4,949,Directed,174,1,l
175,4,950,Directed,175,1,l
176,4,952,Directed,176,1,l
177,4,963,Directed,177,1,l
178,4,964,Directed,178,1,l
179,4,965,Directed,179,1,l
180,4,966,Directed,180,1,l
181,4,968,Directed,181,1,l
182,4,1005,Directed,182,1,l
183,4,1007,Directed,183,1,l
184,4,1024,Directed,184,1,l
185,4,1027,Directed,185,1,l
186,4,1029,Directed,186,1,l
187,4,1030,Directed,187,1,l
188,4,1056,Directed,188,1,l
189,4,1057,Directed,189,1,l
190,4,1071,Directed,190,1,l
191,4,1077,Directed,191,1,l
192,4,1081,Directed,192,1,l
193,4,1104,Directed,193,1,l
194,4,1105,Directed,194,1,l
195,4,1106,Directed,195,1,l
196,4,1115,Directed,196,1,l
197,4,1117,Directed,197,1,l
198,4,1143,Directed,198,1,l
199,4,1162,Directed,199,1,l
200,4,1176,Directed,200,1,l
201,4,1177,Directed,201,1,l
202,4,1180,Directed,202,1,l
203,4,1192,Directed,203,1,l
204,4,1194,Directed,204,1,l
205,4,1197,Directed,205,1,l
206,4,1205,Directed,206,1,l
207,4,1207,Directed,207,1,l
208,4,1210,Directed,208,1,l
209,4,1211,Directed,209,1,l
210,4,1217,Directed,210,1,l
211,4,1218,Directed,211,1,l
212,4,1228,Directed,212,1,l
213,4,1234,Directed,213,1,l
214,4,1238,Directed,214,1,l
215,4,1239,Directed,215,1,l
216,4,1252,Directed,216,1,l
217,4,1295,Directed,217,1,l
218,4,1296,Directed,218,1,l
219,4,1297,Directed,219,1,l
220,4,1300,Directed,220,1,l
221,4,1307,Directed,221,1,l
222,4,1325,Directed,222,1,l
223,4,1341,Directed,223,1,l
224,4,1349,Directed,224,1,l
225,4,1351,Directed,225,1,l
226,4,1363,Directed,226,1,l
227,4,1364,Directed,227,1,l
228,4,1366,Directed,228,1,l
229,4,1369,Directed,229,1,l
230,4,1371,Directed,230,1,l
231,4,1374,Directed,231,1,l
232,4,1384,Directed,232,1,l
233,4,1393,Directed,233,1,l
234,4,1403,Directed,234,1,l
235,4,1407,Directed,235,1,l
236,4,1412,Directed,236,1,l
237,4,1414,Directed,237,1,l
238,4,1418,Directed,238,1,l
239,4,1447,Directed,239,1,l
240,4,1448,Directed,240,1,l
241,4,1453,Directed,241,1,l
242,4,1454,Directed,242,1,l
243,4,1458,Directed,243,1,l
244,4,1475,Directed,244,1,l
245,4,1501,Directed,245,1,l
246,4,1503,Directed,246,1,l
247,4,1512,Directed,247,1,l
248,4,1520,Directed,248,1,l
249,4,1542,Directed,249,1,l
250,4,1573,Directed,250,1,l
251,4,1598,Directed,251,1,l
252,4,1622,Directed,252,1,l
253,4,1627,Directed,253,1,l
254,4,1649,Directed,254,1,l
255,4,1653,Directed,255,1,l
256,4,1654,Directed,256,1,l
257,4,1656,Directed,257,1,l
258,4,1681,Directed,258,1,l
259,4,1692,Directed,259,1,l
260,4,1713,Directed,260,1,l
261,4,1753,Directed,261,1,l
262,4,1754,Directed,262,1,l
263,4,1755,Directed,263,1,l
264,4,1756,Directed,264,1,l
265,4,1757,Directed,265,1,l
266,4,1765,Directed,266,1,l
267,4,1769,Directed,267,1,l
268,4,1770,Directed,268,1,l
269,4,1780,Directed,269,1,l
270,4,1789,Directed,270,1,l
271,4,1792,Directed,271,1,l
272,4,1816,Directed,272,1,l
273,4,1834,Directed,273,1,l
274,4,1836,Directed,274,1,l
275,4,1838,Directed,275,1,l
276,4,1840,Directed,276,1,l
277,4,1852,Directed,277,1,l
278,4,1854,Directed,278,1,l
279,4,1871,Directed,279,1,l
280,4,1906,Directed,280,1,l
281,4,1928,Directed,281,1,l
282,4,1960,Directed,282,1,l
283,4,1983,Directed,283,1,l
284,4,1993,Directed,284,1,l
285,4,2000,Directed,285,1,l
286,4,2083,Directed,286,1,l
287,4,2084,Directed,287,1,l
288,4,2105,Directed,288,1,l
289,4,2116,Directed,289,1,l
290,4,2121,Directed,290,1,l
291,4,2157,Directed,291,1,l
292,4,2158,Directed,292,1,l
293,4,2179,Directed,293,1,l
294,4,2192,Directed,294,1,l
295,4,2214,Directed,295,1,l
296,4,2239,Directed,296,1,l
297,4,2257,Directed,297,1,l
298,4,2266,Directed,298,1,l
299,4,2271,Directed,299,1,l
300,4,2277,Directed,300,1,l
301,4,2278,Directed,301,1,l
302,4,2305,Directed,302,1,l
303,4,2322,Directed,303,1,l
304,4,2323,Directed,304,1,l
305,4,2324,Directed,305,1,l
306,4,2360,Directed,306,1,l
307,4,2402,Directed,307,1,l
308,4,2405,Directed,308,1,l
309,4,2416,Directed,309,1,l
310,4,2424,Directed,310,1,l
311,4,2426,Directed,311,1,l
312,4,2463,Directed,312,1,l
313,4,2469,Directed,313,1,l
314,4,2563,Directed,314,1,l
315,4,2569,Directed,315,1,l
316,4,2582,Directed,316,1,l
317,4,2589,Directed,317,1,l
318,4,2607,Directed,318,1,l
319,4,2617,Directed,319,1,l
320,4,2715,Directed,320,1,l
321,4,2716,Directed,321,1,l
322,4,2717,Directed,322,1,l
323,4,2739,Directed,323,1,l
324,4,2745,Directed,324,1,l
325,4,2759,Directed,325,1,l
326,4,2763,Directed,326,1,l
327,4,2764,Directed,327,1,l
328,4,2796,Directed,328,1,l
329,4,2893,Directed,329,1,l
330,4,2903,Directed,330,1,l
331,4,2917,Directed,331,1,l
332,4,2945,Directed,332,1,l
333,4,2972,Directed,333,1,l
334,4,2984,Directed,334,1,l
335,4,3020,Directed,335,1,l
336,4,3028,Directed,336,1,l
337,4,3036,Directed,337,1,l
338,4,3069,Directed,338,1,l
339,4,3073,Directed,339,1,l
340,4,3080,Directed,340,1,l
341,4,3091,Directed,341,1,l
342,4,3112,Directed,342,1,l
343,4,3125,Directed,343,1,l
344,4,3130,Directed,344,1,l
345,4,3131,Directed,345,1,l
346,4,3200,Directed,346,1,l
347,4,3211,Directed,347,1,l
348,4,3218,Directed,348,1,l
349,4,3220,Directed,349,1,l
350,4,3227,Directed,350,1,l
351,4,3232,Directed,351,1,l
352,4,3244,Directed,352,1,l
353,4,3245,Directed,353,1,l
354,4,3312,Directed,354,1,l
355,4,3331,Directed,355,1,l
356,4,3362,Directed,356,1,l
357,4,3365,Directed,357,1,l
358,4,3400,Directed,358,1,l
359,4,3401,Directed,359,1,l
360,4,3403,Directed,360,1,l
361,4,3404,Directed,361,1,l
362,4,3412,Directed,362,1,l
363,4,3420,Directed,363,1,l
364,4,3432,Directed,364,1,l
365,4,3456,Directed,365,1,l
366,4,3462,Directed,366,1,l
367,4,3463,Directed,367,1,l
368,4,3490,Directed,368,1,l
369,4,3491,Directed,369,1,l
370,4,3493,Directed,370,1,l
371,4,3494,Directed,371,1,l
372,4,3519,Directed,372,1,l
373,4,3538,Directed,373,1,l
374,4,3561,Directed,374,1,l
375,4,3603,Directed,375,1,l
376,4,3637,Directed,376,1,l
377,4,3643,Directed,377,1,l
378,4,3679,Directed,378,1,l
379,4,3681,Directed,379,1,l
380,4,3682,Directed,380,1,l
381,4,3700,Directed,381,1,l
382,4,3714,Directed,382,1,l
383,4,3720,Directed,383,1,l
384,4,3800,Directed,384,1,l
385,4,3876,Directed,385,1,l
386,4,3958,Directed,386,1,l
387,4,3970,Directed,387,1,l
388,4,4053,Directed,388,1,l
389,4,4082,Directed,389,1,l
390,4,4108,Directed,390,1,l
391,4,4152,Directed,391,1,l
392,4,4153,Directed,392,1,l
393,4,4154,Directed,393,1,l
394,4,4203,Directed,394,1,l
395,4,4227,Directed,395,1,l
396,4,4237,Directed,396,1,l
397,4,4241,Directed,397,1,l
398,4,4271,Directed,398,1,l
399,4,4301,Directed,399,1,l
400,4,4303,Directed,400,1,l
401,4,4306,Directed,401,1,l
402,4,4343,Directed,402,1,l
403,4,4346,Directed,403,1,l
404,4,4421,Directed,404,1,l
405,4,4443,Directed,405,1,l
406,4,4476,Directed,406,1,l
407,4,4477,Directed,407,1,l
408,4,4521,Directed,408,1,l
409,4,4549,Directed,409,1,l
410,4,4590,Directed,410,1,l
411,4,4650,Directed,411,1,l
412,4,4789,Directed,412,1,l
413,4,4799,Directed,413,1,l
414,4,4888,Directed,414,1,l
415,4,4942,Directed,415,1,l
416,4,4968,Directed,416,1,l
417,4,4969,Directed,417,1,l
418,4,5016,Directed,418,1,l
419,4,5057,Directed,419,1,l
420,4,5104,Directed,420,1,l
421,4,5115,Directed,421,1,l
422,4,5140,Directed,422,1,l
423,4,5152,Directed,423,1,l
424,4,5159,Directed,424,1,l
425,4,5202,Directed,425,1,l
426,4,5242,Directed,426,1,l
427,4,5258,Directed,427,1,l
428,4,5323,Directed,428,1,l
429,4,5345,Directed,429,1,l
430,4,5350,Directed,430,1,l
431,4,5455,Directed,431,1,l
432,4,5524,Directed,432,1,l
433,4,5560,Directed,433,1,l
434,5,3,Directed,434,1,u
435,5,8,Directed,435,1,u
436,5,11,Directed,436,1,u
437,5,275,Directed,437,1,u
438,5,442,Directed,438,1,u
439,5,595,Directed,439,1,u
440,5,694,Directed,440,1,u
441,5,699,Directed,441,1,u
442,5,720,Directed,442,1,u
443,5,722,Directed,443,1,u
444,5,747,Directed,444,1,u
445,5,905,Directed,445,1,u
446,5,953,Directed,446,1,u
447,5,963,Directed,447,1,u
448,5,1104,Directed,448,1,u
449,5,1106,Directed,449,1,u
450,5,1159,Directed,450,1,u
451,5,1196,Directed,451,1,u
452,5,1237,Directed,452,1,u
453,5,1238,Directed,453,1,u
454,5,1363,Directed,454,1,u
455,5,1364,Directed,455,1,u
456,5,1414,Directed,456,1,u
457,5,1625,Directed,457,1,u
458,5,1627,Directed,458,1,u
459,5,1681,Directed,459,1,u
460,5,1692,Directed,460,1,u
461,5,2105,Directed,461,1,u
462,5,2398,Directed,462,1,u
463,5,2400,Directed,463,1,u
464,5,2563,Directed,464,1,u
465,5,2734,Directed,465,1,u
466,5,2837,Directed,466,1,u
467,5,2936,Directed,467,1,u
468,5,2967,Directed,468,1,u
469,5,3028,Directed,469,1,u
470,5,3036,Directed,470,1,u
471,5,3073,Directed,471,1,u
472,5,3286,Directed,472,1,u
473,5,3449,Directed,473,1,u
474,5,3490,Directed,474,1,u
475,5,3679,Directed,475,1,u
476,5,3870,Directed,476,1,u
477,5,3871,Directed,477,1,u
478,5,3925,Directed,478,1,u
479,5,3960,Directed,479,1,u
480,5,3979,Directed,480,1,u
481,5,4095,Directed,481,1,u
482,5,4096,Directed,482,1,u
483,5,4103,Directed,483,1,u
484,5,4237,Directed,484,1,u
485,5,4263,Directed,485,1,u
486,5,4333,Directed,486,1,u
487,5,4336,Directed,487,1,u
488,5,4343,Directed,488,1,u
489,5,4470,Directed,489,1,u
490,5,4489,Directed,490,1,u
491,5,5014,Directed,491,1,u
492,5,5190,Directed,492,1,u
493,5,5221,Directed,493,1,u
494,5,5242,Directed,494,1,u
495,5,5258,Directed,495,1,u
496,5,5379,Directed,496,1,u
497,5,5447,Directed,497,1,u
498,6,3,Directed,498,1,j
499,6,19,Directed,499,1,j
500,6,806,Directed,500,1,j
501,6,1079,Directed,501,1,j
502,6,2091,Directed,502,1,j
503,6,2202,Directed,503,1,j
504,6,3560,Directed,504,1,j
505,6,3918,Directed,505,1,j
506,6,5044,Directed,506,1,j
507,7,3,Directed,507,1,u
508,7,1081,Directed,508,1,u
509,7,1184,Directed,509,1,u
510,7,1186,Directed,510,1,u
511,7,1187,Directed,511,1,u
512,7,4766,Directed,512,1,u
513,8,3,Directed,513,1,h
514,8,650,Directed,514,1,h
515,8,3871,Directed,515,1,h
516,9,3,Directed,516,1,u
517,9,870,Directed,517,1,u
518,9,1510,Directed,518,1,u
519,9,1910,Directed,519,1,u
520,9,2552,Directed,520,1,u
521,9,2567,Directed,521,1,u
522,9,3605,Directed,522,1,u
523,9,3935,Directed,523,1,u
524,10,3,Directed,524,1,u
525,10,207,Directed,525,1,u
526,10,838,Directed,526,1,u
527,10,840,Directed,527,1,u
528,10,1251,Directed,528,1,u
529,10,1267,Directed,529,1,u
530,10,1682,Directed,530,1,u
531,10,1847,Directed,531,1,u
532,10,1943,Directed,532,1,u
533,10,2380,Directed,533,1,u
534,10,2696,Directed,534,1,u
535,10,2742,Directed,535,1,u
536,10,2821,Directed,536,1,u
537,10,2837,Directed,537,1,u
538,10,2882,Directed,538,1,u
539,10,3408,Directed,539,1,u
540,10,3436,Directed,540,1,u
541,10,3642,Directed,541,1,u
542,10,3806,Directed,542,1,u
543,10,3807,Directed,543,1,u
544,10,3813,Directed,544,1,u
545,10,4151,Directed,545,1,u
546,10,4526,Directed,546,1,u
547,10,4620,Directed,547,1,u
548,10,4672,Directed,548,1,u
549,10,4790,Directed,549,1,u
550,10,5075,Directed,550,1,u
551,10,5106,Directed,551,1,u
552,10,5143,Directed,552,1,u
553,10,5288,Directed,553,1,u
554,10,5358,Directed,554,1,u
555,10,5450,Directed,555,1,u
556,11,3,Directed,556,1,A
557,11,31,Directed,557,1,A
558,11,448,Directed,558,1,A
559,11,575,Directed,559,1,A
560,11,864,Directed,560,1,A
561,11,1196,Directed,561,1,A
562,11,1600,Directed,562,1,A
563,11,1626,Directed,563,1,A
564,11,1627,Directed,564,1,A
565,11,1856,Directed,565,1,A
566,11,2327,Directed,566,1,A
567,11,2563,Directed,567,1,A
568,11,2765,Directed,568,1,A
569,11,3035,Directed,569,1,A
570,11,3036,Directed,570,1,A
571,11,3575,Directed,571,1,A
572,11,3870,Directed,572,1,A
573,11,3871,Directed,573,1,A
574,11,3929,Directed,574,1,A
575,11,4271,Directed,575,1,A
576,11,5098,Directed,576,1,A
577,11,5162,Directed,577,1,A
578,12,3,Directed,578,1,u
579,12,17,Directed,579,1,u
580,12,260,Directed,580,1,u
581,12,809,Directed,581,1,u
582,12,1084,Directed,582,1,u
583,12,1184,Directed,583,1,u
584,12,1268,Directed,584,1,u
585,12,1785,Directed,585,1,u
586,12,2090,Directed,586,1,u
587,12,3417,Directed,587,1,u
588,13,3,Directed,588,1,u
589,13,17,Directed,589,1,u
590,13,19,Directed,590,1,u
591,13,204,Directed,591,1,u
592,13,443,Directed,592,1,u
593,13,553,Directed,593,1,u
594,13,555,Directed,594,1,u
595,13,556,Directed,595,1,u
596,13,733,Directed,596,1,u
597,13,921,Directed,597,1,u
598,13,1077,Directed,598,1,u
599,13,1079,Directed,599,1,u
600,13,1081,Directed,600,1,u
601,13,1084,Directed,601,1,u
602,13,1085,Directed,602,1,u
603,13,1184,Directed,603,1,u
604,13,1185,Directed,604,1,u
605,13,1186,Directed,605,1,u
606,13,1191,Directed,606,1,u
607,13,1193,Directed,607,1,u
608,13,1239,Directed,608,1,u
609,13,1332,Directed,609,1,u
610,13,1861,Directed,610,1,u
611,13,2089,Directed,611,1,u
612,13,2090,Directed,612,1,u
613,13,2300,Directed,613,1,u
614,13,2591,Directed,614,1,u
615,13,2867,Directed,615,1,u
616,13,3289,Directed,616,1,u
617,13,3410,Directed,617,1,u
618,13,3915,Directed,618,1,u
619,13,3925,Directed,619,1,u
620,13,3947,Directed,620,1,u
621,13,5186,Directed,621,1,u
622,14,2,Directed,622,1,A
623,14,3,Directed,623,1,A
624,14,8,Directed,624,1,A
625,14,11,Directed,625,1,A
626,14,30,Directed,626,1,A
627,14,440,Directed,627,1,A
628,14,499,Directed,628,1,A
629,14,700,Directed,629,1,A
630,14,786,Directed,630,1,A
631,14,953,Directed,631,1,A
632,14,1007,Directed,632,1,A
633,14,1194,Directed,633,1,A
634,14,1195,Directed,634,1,A
635,14,1196,Directed,635,1,A
636,14,1197,Directed,636,1,A
637,14,1452,Directed,637,1,A
638,14,1625,Directed,638,1,A
639,14,1713,Directed,639,1,A
640,14,1719,Directed,640,1,A
641,14,2115,Directed,641,1,A
642,14,2120,Directed,642,1,A
643,14,2426,Directed,643,1,A
644,14,2617,Directed,644,1,A
645,14,2715,Directed,645,1,A
646,14,2729,Directed,646,1,A
647,14,2999,Directed,647,1,A
648,14,3036,Directed,648,1,A
649,14,3358,Directed,649,1,A
650,14,3384,Directed,650,1,A
651,14,3412,Directed,651,1,A
652,14,3489,Directed,652,1,A
653,14,3714,Directed,653,1,A
654,14,3790,Directed,654,1,A
655,14,3871,Directed,655,1,A
656,14,3960,Directed,656,1,A
657,14,4058,Directed,657,1,A
658,14,4154,Directed,658,1,A
659,14,4265,Directed,659,1,A
660,14,4271,Directed,660,1,A
661,14,4276,Directed,661,1,A
662,14,4476,Directed,662,1,A
663,14,4522,Directed,663,1,A
664,14,4611,Directed,664,1,A
665,14,5096,Directed,665,1,A
666,14,5111,Directed,666,1,A
667,14,5242,Directed,667,1,A
668,14,5455,Directed,668,1,A
669,14,5495,Directed,669,1,A
670,15,3,Directed,670,1,u
671,15,11,Directed,671,1,u
672,15,16,Directed,672,1,u
673,15,1186,Directed,673,1,u
674,15,1239,Directed,674,1,u
675,15,1682,Directed,675,1,u
676,15,2278,Directed,676,1,u
677,15,2300,Directed,677,1,u
678,15,2463,Directed,678,1,u
679,15,3073,Directed,679,1,u
680,15,3286,Directed,680,1,u
681,15,3290,Directed,681,1,u
682,15,3605,Directed,682,1,u
683,16,3,Directed,683,1,A
684,16,11,Directed,684,1,A
685,16,12,Directed,685,1,A
686,16,13,Directed,686,1,A
687,16,264,Directed,687,1,A
688,16,442,Directed,688,1,A
689,16,459,Directed,689,1,A
690,16,542,Directed,690,1,A
691,16,554,Directed,691,1,A
692,16,555,Directed,692,1,A
693,16,556,Directed,693,1,A
694,16,722,Directed,694,1,A
695,16,813,Directed,695,1,A
696,16,954,Directed,696,1,A
697,16,1079,Directed,697,1,A
698,16,1081,Directed,698,1,A
699,16,1162,Directed,699,1,A
700,16,1184,Directed,700,1,A
701,16,1185,Directed,701,1,A
702,16,1186,Directed,702,1,A
703,16,1187,Directed,703,1,A
704,16,1190,Directed,704,1,A
705,16,1191,Directed,705,1,A
706,16,1239,Directed,706,1,A
707,16,1420,Directed,707,1,A
708,16,1473,Directed,708,1,A
709,16,1510,Directed,709,1,A
710,16,1638,Directed,710,1,A
711,16,1816,Directed,711,1,A
712,16,1961,Directed,712,1,A
713,16,1962,Directed,713,1,A
714,16,1993,Directed,714,1,A
715,16,2065,Directed,715,1,A
716,16,2157,Directed,716,1,A
717,16,2278,Directed,717,1,A
718,16,2300,Directed,718,1,A
719,16,3410,Directed,719,1,A
720,16,3417,Directed,720,1,A
721,16,3765,Directed,721,1,A
722,16,3808,Directed,722,1,A
723,16,3918,Directed,723,1,A
724,16,4051,Directed,724,1,A
725,16,4969,Directed,725,1,A
726,16,5226,Directed,726,1,A
727,16,5419,Directed,727,1,A
728,17,3,Directed,728,1,u
729,17,47,Directed,729,1,u
730,17,260,Directed,730,1,u
731,17,263,Directed,731,1,u
732,17,303,Directed,732,1,u
733,17,408,Directed,733,1,u
734,17,439,Directed,734,1,u
735,17,446,Directed,735,1,u
736,17,555,Directed,736,1,u
737,17,556,Directed,737,1,u
738,17,632,Directed,738,1,u
739,17,653,Directed,739,1,u
740,17,712,Directed,740,1,u
741,17,713,Directed,741,1,u
742,17,721,Directed,742,1,u
743,17,723,Directed,743,1,u
744,17,951,Directed,744,1,u
745,17,955,Directed,745,1,u
746,17,956,Directed,746,1,u
747,17,959,Directed,747,1,u
748,17,1181,Directed,748,1,u
749,17,1182,Directed,749,1,u
750,17,1184,Directed,750,1,u
751,17,1185,Directed,751,1,u
752,17,1187,Directed,752,1,u
753,17,1212,Directed,753,1,u
754,17,1233,Directed,754,1,u
755,17,1330,Directed,755,1,u
756,17,1362,Directed,756,1,u
757,17,1369,Directed,757,1,u
758,17,1507,Directed,758,1,u
759,17,1554,Directed,759,1,u
760,17,1558,Directed,760,1,u
761,17,1616,Directed,761,1,u
762,17,1619,Directed,762,1,u
763,17,1628,Directed,763,1,u
764,17,1654,Directed,764,1,u
765,17,1983,Directed,765,1,u
766,17,2090,Directed,766,1,u
767,17,2141,Directed,767,1,u
768,17,2278,Directed,768,1,u
769,17,2412,Directed,769,1,u
770,17,2466,Directed,770,1,u
771,17,2765,Directed,771,1,u
772,17,2843,Directed,772,1,u
773,17,3117,Directed,773,1,u
774,17,3207,Directed,774,1,u
775,17,3235,Directed,775,1,u
776,17,3243,Directed,776,1,u
777,17,3289,Directed,777,1,u
778,17,3348,Directed,778,1,u
779,17,3446,Directed,779,1,u
780,17,3691,Directed,780,1,u
781,17,3733,Directed,781,1,u
782,17,3817,Directed,782,1,u
783,17,3947,Directed,783,1,u
784,17,3980,Directed,784,1,u
785,17,3992,Directed,785,1,u
786,17,4068,Directed,786,1,u
787,17,4069,Directed,787,1,u
788,17,4352,Directed,788,1,u
789,17,4367,Directed,789,1,u
790,17,4530,Directed,790,1,u
791,17,4537,Directed,791,1,u
792,17,4673,Directed,792,1,u
793,17,4678,Directed,793,1,u
794,17,4778,Directed,794,1,u
795,17,4887,Directed,795,1,u
796,17,5007,Directed,796,1,u
797,17,5152,Directed,797,1,u
798,17,5213,Directed,798,1,u
799,18,3,Directed,799,1,u
800,18,19,Directed,800,1,u
801,18,30,Directed,801,1,u
802,18,446,Directed,802,1,u
803,18,650,Directed,803,1,u
804,18,652,Directed,804,1,u
805,18,655,Directed,805,1,u
806,18,858,Directed,806,1,u
807,18,954,Directed,807,1,u
808,18,957,Directed,808,1,u
809,18,959,Directed,809,1,u
810,18,1013,Directed,810,1,u
811,18,1153,Directed,811,1,u
812,18,1369,Directed,812,1,u
813,18,1473,Directed,813,1,u
814,18,1480,Directed,814,1,u
815,18,1520,Directed,815,1,u
816,18,1959,Directed,816,1,u
817,18,1962,Directed,817,1,u
818,18,2327,Directed,818,1,u
819,18,2415,Directed,819,1,u
820,18,2751,Directed,820,1,u
821,18,2851,Directed,821,1,u
822,18,3278,Directed,822,1,u
823,18,3918,Directed,823,1,u
824,18,4051,Directed,824,1,u
825,19,3,Directed,825,1,u
826,19,260,Directed,826,1,u
827,19,303,Directed,827,1,u
828,19,409,Directed,828,1,u
829,19,440,Directed,829,1,u
830,19,444,Directed,830,1,u
831,19,446,Directed,831,1,u
832,19,451,Directed,832,1,u
833,19,556,Directed,833,1,u
834,19,632,Directed,834,1,u
835,19,650,Directed,835,1,u
