,Source,Target,Type,Id,Weight
364,58,5504,Directed,364,1
365,59,4,Directed,365,1
366,59,302,Directed,366,1
367,59,2034,Directed,367,1
368,59,2850,Directed,368,1
369,59,3278,Directed,369,1
370,59,4015,Directed,370,1
371,59,4236,Directed,371,1
372,61,329,Directed,372,1
373,61,344,Directed,373,1
374,61,477,Directed,374,1
375,61,554,Directed,375,1
376,61,593,Directed,376,1
377,61,603,Directed,377,1
378,61,613,Directed,378,1
379,61,639,Directed,379,2
380,61,712,Directed,380,1
381,61,909,Directed,381,1
382,61,1008,Directed,382,1
383,61,1048,Directed,383,1
384,61,1145,Directed,384,1
385,61,1165,Directed,385,1
386,61,1191,Directed,386,1
387,61,1282,Directed,387,1
388,61,1297,Directed,388,1
389,61,1384,Directed,389,1
390,61,1410,Directed,390,1
391,61,1483,Directed,391,1
392,61,1511,Directed,392,1
393,61,1549,Directed,393,1
394,61,1568,Directed,394,1
395,61,1641,Directed,395,1
396,61,1644,Directed,396,1
397,61,1925,Directed,397,1
398,61,1952,Directed,398,1
399,61,1996,Directed,399,1
400,61,2136,Directed,400,1
401,61,2199,Directed,401,1
402,61,2223,Directed,402,1
403,61,2340,Directed,403,1
404,61,2350,Directed,404,1
405,61,2409,Directed,405,1
406,61,2502,Directed,406,1
407,61,2550,Directed,407,1
408,61,2587,Directed,408,1
409,61,2589,Directed,409,1
410,61,2595,Directed,410,1
411,61,2779,Directed,411,1
412,61,2890,Directed,412,1
413,61,2929,Directed,413,1
414,61,2956,Directed,414,1
415,61,3105,Directed,415,1
416,61,3158,Directed,416,1
417,61,3201,Directed,417,1
418,61,3214,Directed,418,1
419,61,3225,Directed,419,1
420,61,3259,Directed,420,1
421,61,3275,Directed,421,1
422,61,3382,Directed,422,1
423,61,3422,Directed,423,1
424,61,3425,Directed,424,1
425,61,3428,Directed,425,1
426,61,3530,Directed,426,1
427,61,3694,Directed,427,1
428,61,3707,Directed,428,1
429,61,3768,Directed,429,1
430,61,3798,Directed,430,1
431,61,3953,Directed,431,1
432,61,4045,Directed,432,1
433,61,4052,Directed,433,1
434,61,4165,Directed,434,1
435,61,4169,Directed,435,1
436,61,4191,Directed,436,1
437,61,4196,Directed,437,1
438,61,4218,Directed,438,1
439,61,4301,Directed,439,1
440,61,4350,Directed,440,1
441,61,4398,Directed,441,1
442,61,4411,Directed,442,1
443,61,4463,Directed,443,1
444,61,4477,Directed,444,1
445,61,4510,Directed,445,1
446,61,4560,Directed,446,1
447,61,4610,Directed,447,1
448,61,4773,Directed,448,1
449,61,4804,Directed,449,1
450,61,4863,Directed,450,1
451,61,4873,Directed,451,1
452,61,4934,Directed,452,1
453,61,5062,Directed,453,1
454,61,5070,Directed,454,1
455,61,5081,Directed,455,1
456,61,5095,Directed,456,1
457,61,5120,Directed,457,1
458,61,5136,Directed,458,1
459,61,5166,Directed,459,1
460,61,5237,Directed,460,1
461,61,5318,Directed,461,1
462,61,5356,Directed,462,1
463,61,5405,Directed,463,1
464,61,5421,Directed,464,1
465,62,1102,Directed,465,1
466,62,1162,Directed,466,1
467,62,1820,Directed,467,1
468,62,2432,Directed,468,1
469,62,2457,Directed,469,1
470,62,3120,Directed,470,1
471,62,3238,Directed,471,1
472,62,3950,Directed,472,1
473,62,3987,Directed,473,1
474,62,4117,Directed,474,1
475,62,4908,Directed,475,1
476,62,4981,Directed,476,1
477,63,1217,Directed,477,1
478,63,1232,Directed,478,1
479,63,1264,Directed,479,1
480,63,1500,Directed,480,1
481,63,1733,Directed,481,1
482,63,2010,Directed,482,1
483,63,2578,Directed,483,1
484,63,3047,Directed,484,1
485,63,3395,Directed,485,1
486,63,3986,Directed,486,1
487,63,4062,Directed,487,1
488,63,4144,Directed,488,1
489,63,4291,Directed,489,1
490,63,4600,Directed,490,1
491,63,4610,Directed,491,1
492,63,5504,Directed,492,1
493,65,644,Directed,493,1
494,65,1246,Directed,494,1
495,65,1264,Directed,495,1
496,65,1500,Directed,496,1
497,65,2794,Directed,497,1
498,65,3664,Directed,498,1
499,65,4291,Directed,499,1
500,65,4312,Directed,500,1
501,65,4626,Directed,501,1
502,65,4633,Directed,502,1
503,65,5061,Directed,503,1
504,65,5474,Directed,504,1
505,66,6,Directed,505,1
506,66,228,Directed,506,1
507,66,337,Directed,507,1
508,66,555,Directed,508,1
509,66,753,Directed,509,1
510,66,898,Directed,510,1
511,66,1025,Directed,511,1
512,66,1643,Directed,512,1
513,66,1693,Directed,513,1
514,66,1748,Directed,514,1
515,66,1831,Directed,515,1
516,66,1924,Directed,516,1
517,66,2109,Directed,517,1
518,66,2176,Directed,518,1
519,66,2278,Directed,519,1
520,66,2318,Directed,520,1
521,66,2330,Directed,521,1
522,66,2346,Directed,522,1
523,66,2399,Directed,523,1
524,66,2507,Directed,524,1
525,66,2796,Directed,525,1
526,66,2824,Directed,526,1
527,66,2901,Directed,527,1
528,66,3311,Directed,528,1
529,66,3495,Directed,529,1
530,66,3877,Directed,530,1
531,66,4038,Directed,531,1
532,66,4041,Directed,532,1
533,66,4329,Directed,533,1
534,66,4352,Directed,534,1
535,66,4496,Directed,535,1
536,66,4511,Directed,536,1
537,66,4647,Directed,537,1
538,66,4758,Directed,538,1
539,66,4860,Directed,539,1
540,66,5149,Directed,540,1
541,66,5228,Directed,541,1
542,66,5236,Directed,542,1
543,66,5468,Directed,543,1
544,66,5484,Directed,544,1
545,66,5512,Directed,545,1
546,66,5549,Directed,546,1
547,67,2227,Directed,547,1
548,68,1816,Directed,548,1
549,69,211,Directed,549,1
550,69,335,Directed,550,1
551,69,344,Directed,551,1
552,69,435,Directed,552,1
553,69,902,Directed,553,1
554,69,1048,Directed,554,1
555,69,1058,Directed,555,1
556,69,1196,Directed,556,1
557,69,1511,Directed,557,1
558,69,2680,Directed,558,1
559,69,3101,Directed,559,1
560,69,3225,Directed,560,1
561,69,3422,Directed,561,1
562,69,3768,Directed,562,1
563,69,3774,Directed,563,1
564,69,4358,Directed,564,1
565,69,4409,Directed,565,1
566,69,4619,Directed,566,1
567,69,5373,Directed,567,1
568,71,4980,Directed,568,1
569,71,5075,Directed,569,1
570,72,86,Directed,570,1
571,72,277,Directed,571,1
572,72,4701,Directed,572,1
573,72,5296,Directed,573,1
574,73,90,Directed,574,1
575,73,221,Directed,575,1
576,73,607,Directed,576,1
577,73,1533,Directed,577,1
578,73,1730,Directed,578,1
579,73,2035,Directed,579,1
580,73,2564,Directed,580,1
581,73,2973,Directed,581,1
582,73,3446,Directed,582,1
583,73,3628,Directed,583,1
584,73,4096,Directed,584,1
585,73,4778,Directed,585,1
586,73,4936,Directed,586,1
587,73,4996,Directed,587,1
588,74,151,Directed,588,1
589,74,215,Directed,589,1
590,74,478,Directed,590,1
591,74,557,Directed,591,1
592,74,582,Directed,592,1
593,74,802,Directed,593,1
594,74,835,Directed,594,1
595,74,865,Directed,595,1
596,74,886,Directed,596,1
597,74,966,Directed,597,1
598,74,1174,Directed,598,1
599,74,1201,Directed,599,1
600,74,1315,Directed,600,1
601,74,1367,Directed,601,1
602,74,1432,Directed,602,1
603,74,1618,Directed,603,1
604,74,1868,Directed,604,1
605,74,2158,Directed,605,1
606,74,2469,Directed,606,1
607,74,2651,Directed,607,1
608,74,2678,Directed,608,1
609,74,2903,Directed,609,1
610,74,2949,Directed,610,1
611,74,2957,Directed,611,1
612,74,3384,Directed,612,1
613,74,3414,Directed,613,1
614,74,3416,Directed,614,1
615,74,3496,Directed,615,1
616,74,3515,Directed,616,1
617,74,3539,Directed,617,1
618,74,3540,Directed,618,1
619,74,3556,Directed,619,1
620,74,3763,Directed,620,1
621,74,3822,Directed,621,1
622,74,3894,Directed,622,1
623,74,3900,Directed,623,1
624,74,3950,Directed,624,1
625,74,4102,Directed,625,1
626,74,4133,Directed,626,1
627,74,4202,Directed,627,1
628,74,4354,Directed,628,1
629,74,4365,Directed,629,1
630,74,4544,Directed,630,1
631,74,4865,Directed,631,1
632,74,4967,Directed,632,1
633,74,5047,Directed,633,1
634,74,5182,Directed,634,1
635,74,5254,Directed,635,1
636,74,5262,Directed,636,1
637,74,5419,Directed,637,1
638,78,837,Directed,638,1
639,78,3206,Directed,639,1
640,78,3678,Directed,640,1
641,79,898,Directed,641,1
642,80,1788,Directed,642,1
643,80,2506,Directed,643,1
644,80,3098,Directed,644,1
645,81,269,Directed,645,1
646,81,345,Directed,646,1
647,81,560,Directed,647,1
648,81,1663,Directed,648,1
649,81,1941,Directed,649,1
650,81,2306,Directed,650,1
651,81,3305,Directed,651,1
652,81,3712,Directed,652,1
653,81,4191,Directed,653,1
654,81,4202,Directed,654,1
655,81,5494,Directed,655,1
656,82,3413,Directed,656,1
657,82,3478,Directed,657,1
658,84,777,Directed,658,1
659,88,1009,Directed,659,1
660,88,3342,Directed,660,1
661,89,3158,Directed,661,1
662,89,5494,Directed,662,1
663,90,1010,Directed,663,1
664,90,3889,Directed,664,1
665,91,817,Directed,665,1
666,91,1028,Directed,666,1
667,91,1157,Directed,667,1
668,91,2156,Directed,668,1
669,91,3890,Directed,669,1
670,91,5146,Directed,670,1
671,93,1326,Directed,671,1
672,96,549,Directed,672,1
673,96,738,Directed,673,1
674,96,1242,Directed,674,1
675,96,3046,Directed,675,1
676,96,4671,Directed,676,1
677,96,4913,Directed,677,1
678,96,5285,Directed,678,1
679,99,89,Directed,679,1
680,99,354,Directed,680,1
681,99,376,Directed,681,1
682,99,411,Directed,682,1
683,99,678,Directed,683,1
684,99,884,Directed,684,1
685,99,1234,Directed,685,1
686,99,1705,Directed,686,1
687,99,1961,Directed,687,1
688,99,2938,Directed,688,1
689,99,3917,Directed,689,1
690,99,4234,Directed,690,1
691,100,4328,Directed,691,1
692,102,4474,Directed,692,1
693,103,660,Directed,693,1
694,103,851,Directed,694,1
695,103,5024,Directed,695,1
696,104,2193,Directed,696,1
697,104,3408,Directed,697,1
698,104,4760,Directed,698,1
699,104,5118,Directed,699,1
700,105,1393,Directed,700,1
701,105,2911,Directed,701,1
702,105,3780,Directed,702,1
703,105,4671,Directed,703,1
704,105,4706,Directed,704,1
705,108,480,Directed,705,1
706,108,1441,Directed,706,1
707,108,2779,Directed,707,1
708,108,3782,Directed,708,1
709,108,4438,Directed,709,1
710,108,4543,Directed,710,1
711,108,4937,Directed,711,1
712,112,166,Directed,712,1
713,112,320,Directed,713,1
714,112,503,Directed,714,1
715,112,640,Directed,715,1
716,112,854,Directed,716,1
717,112,1114,Directed,717,1
718,112,1413,Directed,718,1
719,112,1543,Directed,719,1
720,112,1581,Directed,720,1
721,112,1708,Directed,721,1
722,112,1910,Directed,722,1
723,112,1980,Directed,723,1
724,112,2222,Directed,724,1
725,112,2612,Directed,725,1
726,112,2798,Directed,726,1
727,112,2963,Directed,727,1
728,112,3071,Directed,728,1
729,112,3285,Directed,729,1
730,112,3437,Directed,730,1
731,112,3466,Directed,731,1
732,112,3521,Directed,732,1
733,112,3562,Directed,733,1
734,112,3667,Directed,734,1
735,112,3770,Directed,735,1
736,112,4339,Directed,736,1
737,112,4433,Directed,737,1
738,112,4485,Directed,738,1
739,112,4487,Directed,739,1
740,112,5002,Directed,740,1
741,112,5446,Directed,741,1
742,113,1122,Directed,742,1
743,113,4174,Directed,743,1
744,113,5004,Directed,744,1
745,115,858,Directed,745,1
746,115,4012,Directed,746,1
747,115,4202,Directed,747,1
748,115,4972,Directed,748,1
749,115,5097,Directed,749,1
750,116,472,Directed,750,1
751,117,1252,Directed,751,1
752,117,1986,Directed,752,1
753,117,2804,Directed,753,1
754,117,3071,Directed,754,1
755,117,3095,Directed,755,1
756,117,3515,Directed,756,1
757,117,3567,Directed,757,1
758,117,4119,Directed,758,1
759,117,4139,Directed,759,1
760,117,4902,Directed,760,1
761,117,5011,Directed,761,1
762,117,5554,Directed,762,1
763,118,3072,Directed,763,1
764,120,3302,Directed,764,1
765,120,4651,Directed,765,1
766,120,4897,Directed,766,1
767,121,172,Directed,767,1
768,121,278,Directed,768,1
769,121,320,Directed,769,1
770,121,813,Directed,770,1
771,121,1708,Directed,771,1
772,121,1857,Directed,772,1
773,121,2669,Directed,773,1
774,121,4347,Directed,774,1
775,121,5556,Directed,775,1
776,125,1114,Directed,776,1
777,125,2025,Directed,777,1
778,125,2322,Directed,778,1
779,125,3466,Directed,779,1
780,125,3810,Directed,780,1
781,125,4088,Directed,781,1
782,125,4242,Directed,782,1
783,125,4568,Directed,783,1
784,125,5431,Directed,784,1
785,127,3223,Directed,785,1
786,129,241,Directed,786,1
787,129,1782,Directed,787,1
788,129,1963,Directed,788,1
789,129,2041,Directed,789,1
790,129,2552,Directed,790,1
791,129,2569,Directed,791,1
792,129,3598,Directed,792,1
793,129,4145,Directed,793,1
794,129,4253,Directed,794,1
795,130,2756,Directed,795,1
796,131,17,Directed,796,1
797,131,32,Directed,797,1
798,131,61,Directed,798,1
799,131,148,Directed,799,1
800,131,167,Directed,800,1
801,131,196,Directed,801,1
802,131,253,Directed,802,1
803,131,283,Directed,803,1
804,131,366,Directed,804,1
805,131,438,Directed,805,1
806,131,449,Directed,806,1
807,131,572,Directed,807,1
808,131,652,Directed,808,1
809,131,656,Directed,809,1
810,131,826,Directed,810,1
811,131,860,Directed,811,1
812,131,869,Directed,812,1
813,131,903,Directed,813,1
814,131,951,Directed,814,1
815,131,987,Directed,815,1
816,131,1014,Directed,816,1
817,131,1128,Directed,817,1
818,131,1144,Directed,818,1
819,131,1151,Directed,819,1
820,131,1223,Directed,820,1
821,131,1327,Directed,821,1
822,131,1671,Directed,822,1
823,131,1740,Directed,823,1
824,131,1770,Directed,824,1
825,131,1789,Directed,825,1
826,131,1819,Directed,826,1
827,131,1854,Directed,827,1
828,131,1897,Directed,828,1
829,131,1925,Directed,829,1
830,131,1945,Directed,830,1
831,131,1957,Directed,831,1
832,131,1968,Directed,832,1
833,131,1992,Directed,833,1
834,131,2043,Directed,834,1
835,131,2049,Directed,835,1
836,131,2082,Directed,836,1
837,131,2085,Directed,837,1
838,131,2086,Directed,838,1
839,131,2124,Directed,839,1
840,131,2135,Directed,840,1
841,131,2152,Directed,841,1
842,131,2164,Directed,842,1
843,131,2210,Directed,843,1
844,131,2249,Directed,844,1
845,131,2277,Directed,845,1
846,131,2296,Directed,846,1
847,131,2303,Directed,847,1
848,131,2350,Directed,848,1
849,131,2365,Directed,849,1
850,131,2382,Directed,850,1
851,131,2385,Directed,851,1
852,131,2420,Directed,852,1
853,131,2427,Directed,853,1
854,131,2430,Directed,854,1
855,131,2450,Directed,855,1
856,131,2454,Directed,856,1
857,131,2570,Directed,857,1
858,131,2584,Directed,858,1
859,131,2589,Directed,859,1
860,131,2648,Directed,860,1
861,131,2661,Directed,861,1
862,131,2663,Directed,862,1
863,131,2672,Directed,863,1
864,131,2700,Directed,864,1
865,131,2779,Directed,865,1
866,131,2811,Directed,866,1
867,131,2885,Directed,867,1
868,131,2888,Directed,868,1
869,131,2900,Directed,869,1
870,131,2907,Directed,870,1
871,131,2929,Directed,871,1
872,131,2949,Directed,872,1
873,131,2960,Directed,873,1
874,131,3041,Directed,874,1
875,131,3045,Directed,875,1
876,131,3080,Directed,876,1
877,131,3102,Directed,877,1
878,131,3113,Directed,878,1
879,131,3123,Directed,879,1
880,131,3144,Directed,880,1
881,131,3199,Directed,881,1
882,131,3256,Directed,882,1
883,131,3335,Directed,883,1
884,131,3349,Directed,884,1
885,131,3360,Directed,885,1
886,131,3374,Directed,886,1
887,131,3391,Directed,887,1
888,131,3393,Directed,888,1
889,131,3421,Directed,889,1
890,131,3422,Directed,890,1
891,131,3438,Directed,891,1
892,131,3451,Directed,892,1
893,131,3524,Directed,893,1
894,131,3535,Directed,894,1
895,131,3555,Directed,895,1
896,131,3578,Directed,896,1
897,131,3675,Directed,897,1
898,131,3724,Directed,898,1
899,131,3741,Directed,899,1
900,131,3782,Directed,900,1
901,131,3867,Directed,901,1
902,131,3875,Directed,902,1
903,131,3879,Directed,903,1
904,131,3894,Directed,904,1
905,131,3929,Directed,905,1
906,131,3933,Directed,906,1
907,131,3935,Directed,907,1
908,131,4042,Directed,908,1
909,131,4045,Directed,909,1
910,131,4066,Directed,910,1
911,131,4081,Directed,911,1
912,131,4093,Directed,912,1
913,131,4098,Directed,913,1
914,131,4112,Directed,914,1
915,131,4149,Directed,915,1
916,131,4194,Directed,916,1
917,131,4218,Directed,917,1
918,131,4219,Directed,918,1
919,131,4274,Directed,919,1
920,131,4338,Directed,920,1
921,131,4373,Directed,921,1
922,131,4386,Directed,922,1
923,131,4410,Directed,923,1
924,131,4477,Directed,924,1
925,131,4488,Directed,925,1
926,131,4493,Directed,926,1
927,131,4494,Directed,927,1
928,131,4624,Directed,928,1
929,131,4724,Directed,929,1
930,131,4766,Directed,930,1
931,131,4821,Directed,931,1
932,131,4835,Directed,932,1
933,131,4839,Directed,933,1
934,131,4841,Directed,934,1
935,131,4876,Directed,935,1
936,131,4884,Directed,936,1
937,131,4906,Directed,937,1
938,131,4938,Directed,938,1
939,131,4952,Directed,939,1
940,131,4954,Directed,940,1
