,artist_name,artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count
20,Elton John,796734,0.5029124387477315,0.5854804424973935,0.5282781074410545,0.5525231839029442,0.7349250726216588,1,0,0.35236743262159326,0.011862717368961974,0.21926632099022259,0.0205186243046641,0.1463199507242395,0.4702660407407407,0.4144736842105263
21,Stevie Wonder,622805,0.5428452540834846,0.5249783001844575,0.6177014913616552,0.4715180932545779,0.6777873226638386,1,1,0.34458899802699594,0.02582312538540596,0.17849889744123154,0.033616865639709025,0.12610574844147218,0.4256871972839506,0.3961988304093567
22,Marvin Gaye,316834,0.522794014292196,0.5566939590183655,0.6531686982093158,0.48484482001206364,0.708959223649642,0,0,0.42494339979200174,0.14086550770811923,0.2279593800707302,0.028577062473256316,0.11647932789016824,0.39982233160493824,0.39546783625730997
23,Leonard Bernstein,239859,0.27605705989110707,0.21028265598684734,0.22139553221656252,0.42222264502031476,0.5014226650437466,1,5,0.8789389234220006,0.5200536156217883,0.2243887632619097,0.06653968121523321,0.17899507850815377,0.13381711962962964,0.39473684210526316
24,The Who,577627,0.4442317933303085,0.7236408843932953,0.49991048469253796,0.547975984157875,0.75504322632505,1,2,0.22479034140386026,0.07131724357656732,0.2505592313293114,0.042095804450149765,0.12185320176404212,0.3675103675308642,0.37792397660818716
25,Willie Nelson,583959,0.5473983756805808,0.3730492401154864,0.49452689807278266,0.48017274801688914,0.6563045019161705,1,2,0.6098176726062744,0.03749931449126413,0.2084009767006449,0.02406474967907574,0.09085975162658307,0.3927124535802469,0.3757309941520468
26,Grateful Dead,988440,0.5424807985480944,0.5171336414307482,0.6322364312345744,0.5104931760501668,0.6769531950637518,1,9,0.43961571386734033,0.13800888694758479,0.32852917932182235,0.02363287120239624,0.18320177777861407,0.39999518691358027,0.3742690058479532
27,John Coltrane,175553,0.43067267241379315,0.35506379922207076,0.4251495310612824,0.48606853995242805,0.6495566661042687,1,0,0.6839520108348704,0.14963895169578623,0.17298759829415436,0.032208069105691066,0.24210492657246815,0.28058361395061726,0.36915204678362573
28,Thelonious Monk,490416,0.5300065426497278,0.28533741278370356,0.39066575959670224,0.46928928664914016,0.6224663677119237,1,5,0.8221683307128654,0.5112848078108941,0.1373798481381319,0.0389337997432606,0.15607364530861015,0.2282316260493827,0.358187134502924
29,Vicente FernÃ¡ndez,197424,0.44034874319419237,0.39877993523939365,0.5735149818831066,0.48399450533192206,0.7914500312854009,1,7,0.5662999357057581,0.004704497430626927,0.2475218275431662,0.020003185708172878,0.08736594985990656,0.4672170466666667,0.3567251461988304
30,Oscar Peterson,489316,0.5404361932849365,0.16864820655224955,0.38545523604474086,0.41075668282745514,0.4927230123647232,1,0,0.9320913678838169,0.7879231891058582,0.11712453401289785,0.025849272571673087,0.10414531406711314,0.1819835049382716,0.3516081871345029
31,Metallica,446509,0.31836119215063524,0.9041699043628197,0.3268516147665809,0.5356512370969762,0.8158241194292464,1,4,0.020140282471571583,0.23436663823227133,0.34869491782816725,0.08205323170731707,0.20335418615022458,0.49419026864197535,0.3472222222222222
32,U2,219203,0.4128896869328494,0.6798603777367872,0.4323219723783018,0.5457234206243528,0.7279579194485285,1,8,0.12400702836054081,0.13195944090441933,0.3042424277095902,0.023906604621309373,0.13773048304169935,0.4982343762962963,0.32894736842105265
33,David Bowie,531986,0.47347210072595286,0.5947631736707033,0.5459051956099354,0.5225153527490412,0.6962141999084095,1,0,0.2555990031676638,0.07852254779033917,0.20529944664031619,0.039116062259306805,0.1236024130445282,0.5151691302469136,0.3252923976608187
34,Waylon Jennings,200791,0.5863266991833032,0.49074851732296093,0.6417980129181327,0.4752984687083888,0.6711989450215721,1,2,0.49498531921202044,0.08777920863309353,0.22037711878510505,0.016120975609756102,0.08349438283928991,0.3779997225925926,0.32456140350877194
35,The Kinks,100160,0.5294651440562613,0.7077353647044671,0.6802288126870767,0.5183091661260769,0.7721858129865747,1,7,0.29747620928812385,0.023032921891058582,0.17876174121073435,0.03427935815147626,0.08804449903499545,0.3700910564197531,0.3223684210526316
36,Red Hot Chili Peppers,883318,0.5301765573956443,0.8233266901916753,0.5062239584099145,0.48980692751544946,0.8332078118055388,1,0,0.05691618924232041,0.07779183556012334,0.17686440919492408,0.05816398053059478,0.12275183300685634,0.5898303174074074,0.3194444444444444
37,Javier SolÃ­s,216348,0.4139243058076225,0.30361536209800305,0.5399618274431549,0.46211919890288733,0.6899968933934296,1,0,0.8235197065812285,0.0026282199383350466,0.24836428021635112,0.014454655541292258,0.07716601339904271,0.2681913864197531,0.3165204678362573
38,Aretha Franklin,927555,0.5343536467785843,0.4303222221108349,0.5733938055978575,0.5006889861950448,0.708361152353636,1,0,0.6067964657273398,0.006103257965056527,0.2579027418348242,0.03966150620453573,0.10787249671170858,0.3810661660493827,0.3165204678362573
39,Doris Day,189644,0.3859348763611616,0.16071984722110833,0.332990119203907,0.45056165739128456,0.5995253667237099,1,0,0.8796328960132781,0.008650644398766701,0.19366009257333056,0.02651674154899444,0.07816153774745294,0.1711664935802469,0.3121345029239766
40,George Strait,944084,0.6175540846188747,0.4834042886358168,0.5623766223809273,0.5220003602034894,0.6864055940128709,1,9,0.3262550436923635,0.004878034943473793,0.1785290128978573,0.008534626658108687,0.08823967388679496,0.502956007654321,0.31067251461988304
41,Van Morrison,307461,0.5343950465063522,0.5025661249899751,0.6032142803129759,0.49900188182138916,0.6961697469208705,1,7,0.40187288141727934,0.026128184994861255,0.226205766590389,0.03604410890029953,0.14428268423683727,0.43180411913580247,0.3055555555555556
42,Pink Floyd,346336,0.34353218126134305,0.41464348484240915,0.24135740587092372,0.48584454801006066,0.6018233341367591,1,7,0.3898944917604785,0.3079967810894142,0.3553950613688371,0.03857809370988447,0.16827301681685863,0.5591340132098765,0.3019005847953216
43,Taylor Swift,472102,0.5943727336660617,0.6372312565161601,0.42332688967074517,0.5214067016058361,0.8211751466894839,1,7,0.18034171098908444,0.0004643309352517986,0.1483238027876014,0.031410562687205816,0.12134497322637684,0.7056740864197532,0.29239766081871343
44,Sam Cooke,238115,0.43462117173321235,0.4505903751303232,0.6030196817728299,0.46829427031763915,0.7201260910120755,1,7,0.7021043194029745,0.0002629064748201439,0.28347899833576035,0.041615074882327775,0.07804819986037699,0.3596186903703704,0.2880116959064328
45,Billy Joel,85915,0.522441892014519,0.6140586013313016,0.5463448868350574,0.5189531229016582,0.744265956132951,1,0,0.3678792033714813,0.021777101747173688,0.25629977012689825,0.038100660034231924,0.134872037762193,0.4955818762962963,0.28728070175438597
46,Eric Clapton,187478,0.5560415358439201,0.5622735052931269,0.6573340019954839,0.48325535411474163,0.6976440598712912,1,7,0.35900453071744576,0.15532523124357658,0.346745247555648,0.031168452075310226,0.1414605663450821,0.4445723788888889,0.2814327485380117
47,Kiss,84209,0.47809670145190564,0.8574186492501403,0.5512338707136482,0.5617711313690008,0.7990714500952059,1,1,0.17137558944713388,0.07554799897225077,0.3418945100894529,0.06285186884895165,0.11350067384100665,0.44295779197530866,0.27850877192982454
48,Sarah Vaughan,204901,0.35876549909255895,0.21602950617531474,0.2869195189833535,0.45030656105249983,0.6397161592229266,1,10,0.8731249175262717,0.0005456402877697841,0.22915018410651133,0.02850694694052204,0.09226476450690056,0.18968925185185184,0.2777777777777778
49,John Williams,232480,0.2164069782214156,0.17456646984521612,0.15443106023210626,0.41555509292453363,0.45385217816770707,1,2,0.8484784166297197,0.752221816032888,0.14261086436446846,0.024258931322207963,0.1271255872665815,0.46446534716049387,0.27558479532163743
50,John Williams,1535255,0.2164069782214156,0.17456646984521612,0.15443106023210626,0.41555509292453363,0.45385217816770707,1,2,0.8484784166297197,0.752221816032888,0.14261086436446846,0.024258931322207963,0.1271255872665815,0.46446534716049387,0.27558479532163743
51,Talking Heads,131650,0.6898122300362977,0.6848111697008581,0.7933204642125716,0.5117187300124051,0.740940505603895,1,2,0.14674380844502663,0.12168619527235355,0.27857059704597464,0.02779896448438169,0.13481063217363434,0.44719520580246913,0.27485380116959063
52,Nat King Cole,317093,0.40182908348457347,0.2838355832464512,0.4264196996271596,0.4398488050121206,0.6401437906433031,1,0,0.7921152008397118,0.07985772661870504,0.1732983347201997,0.029924839537869067,0.07460181817269473,0.3014703474074074,0.27485380116959063
53,Jimmy Buffett,350840,0.630362206215971,0.46128600529312697,0.6717104426823505,0.5205675572171578,0.6456257971992576,1,7,0.3727190486408023,0.009399842754367933,0.1824094393592677,0.021972954642704323,0.11359387540433283,0.4251891148148148,0.27485380116959063
54,Michael Jackson,467203,0.7138337318511797,0.6929626764375652,0.6275723667489367,0.49589121285579346,0.7938460641856878,1,11,0.25632498281951066,0.047260653648509766,0.19197511857707508,0.04932654685494224,0.13801953198063344,0.6002383080246914,0.2719298245614035
55,Charles Mingus,9680,0.4083596143375681,0.3017012791723474,0.40914507798141053,0.4515057097658962,0.5925591968955627,1,5,0.6945280767804795,0.2451676824254882,0.21688600790513834,0.04275716623876766,0.21800328208177544,0.20542400320987655,0.266812865497076
56,The Cure,137390,0.562560788339383,0.6989994305878579,0.571320851756551,0.5614024918342495,0.7572144197498132,1,9,0.18262133478669493,0.32972801747173686,0.19631275535677137,0.03590391848523749,0.13568451702416057,0.39427733444444446,0.2638888888888889
57,Genesis,199995,0.399019689201452,0.5641657981794851,0.3651808748621541,0.49770545085185564,0.6961807327243367,1,7,0.25552050308806035,0.1081786937307297,0.2577043582275848,0.025374411638853237,0.1844992714639028,0.3759820425925926,0.24049707602339182
58,Bill Evans Trio,781423,0.4409623854355717,0.1890999438607747,0.2628403245286982,0.4121801188159377,0.4930002017402203,0,0,0.8701573271675707,0.711910345323741,0.23239863636363634,0.018953447796320074,0.17358755686689964,0.267690454691358,0.23903508771929824
59,R.E.M.,325459,0.436028208938294,0.6928679424973936,0.6546885763797722,0.5953989171133646,0.7388828929595797,1,2,0.1435347248695503,0.11692579033915726,0.1760569076346994,0.019409314291827132,0.11575892768769605,0.4548849260493827,0.2361111111111111
60,Otis Redding,414251,0.6234504888838476,0.3951725589461865,0.6281664044530798,0.5569723115617922,0.6945986574754754,1,9,0.44407939811264263,0.01493705035971223,0.19976750676097357,0.03533765725288832,0.08188834511598558,0.4104557232098765,0.2361111111111111
61,Bruce Springsteen,530745,0.4375850725952813,0.6238565392172588,0.5230484955101613,0.5257763153402302,0.7028573838848851,1,5,0.23777741481444675,0.02308426618705036,0.4033440815477428,0.03023373983739838,0.14364496519773967,0.5456790123456791,0.23318713450292397
62,The Moody Blues,404434,0.32504096302177854,0.4886883731654503,0.3978912923383921,0.4733167895797057,0.6938909894188822,1,9,0.41059606496187306,0.20132335457348408,0.2507641345953817,0.023029082156611043,0.12547670942543182,0.3314756762962963,0.2324561403508772
63,Asha Bhosle,615026,0.5442562397912886,0.38417306219424174,0.7175835519613507,0.4845319260928449,0.7133507683964424,1,3,0.9215544776807454,0.17563706474820145,0.22479397545246516,0.15194204428754815,0.11822883522664905,0.06161229149382716,0.2324561403508772
64,Eagles,144847,0.5087457531760435,0.5473582173791002,0.5622201848448248,0.4822936062458033,0.7319119494805852,1,7,0.3025512766835235,0.0704320318602261,0.34972569377990426,0.014517022892597348,0.13804202207498875,0.5576131687654321,0.2273391812865497
65,Peggy Lee,256349,0.5676785220054446,0.23156061632849462,0.5110774940923175,0.4815900007966586,0.6415134131938586,1,7,0.811856208810011,0.01807287461459404,0.17127766382359058,0.030233054129225504,0.0758792274694802,0.23397435901234567,0.2273391812865497
66,Nirvana,355142,0.3981950068058077,0.7638052630523698,0.4315637893189099,0.5884241421694152,0.7670151680686448,1,1,0.10821705050122592,0.11009811202466599,0.17454313397129184,0.04097407359863073,0.10527942881264611,0.5693257360493827,0.2273391812865497
67,Nirvana,357406,0.3981950068058077,0.7638052630523698,0.4315637893189099,0.5884241421694152,0.7670151680686448,1,1,0.10821705050122592,0.11009811202466599,0.17454313397129184,0.04097407359863073,0.10527942881264611,0.5693257360493827,0.2273391812865497
68,Peggy Lee,467749,0.5676785220054446,0.23156061632849462,0.5110774940923175,0.4815900007966586,0.6415134131938586,1,7,0.811856208810011,0.01807287461459404,0.17127766382359058,0.030233054129225504,0.0758792274694802,0.23397435901234567,0.2273391812865497
69,John Prine,814751,0.5375758405172413,0.353908307602855,0.6255927017801818,0.5482078442418655,0.5891994143025863,1,7,0.5609131119701236,0.004602893114080165,0.21334818493863114,0.017307406931964062,0.10221207362762053,0.4388109792592592,0.22514619883040934
70,Sonny Rollins,39656,0.5130348888384755,0.38115162001764374,0.5882012750091897,0.47076124426690336,0.6451023006098002,1,0,0.6551103530737517,0.23684751387461458,0.22072856459330142,0.048825292041078314,0.21725591701149036,0.18650793654320988,0.22441520467836257
71,James Taylor,204386,0.5956142309437387,0.33972680848504294,0.5060706768891456,0.45560671753900783,0.6240868726650437,1,0,0.55049698895779,0.015296068859198356,0.20058207821926355,0.01774530594779632,0.10525353702236666,0.43618726950617287,0.22441520467836257
72,James Taylor,600069,0.5956142309437387,0.33972680848504294,0.5060706768891456,0.45560671753900783,0.6240868726650437,1,0,0.55049698895779,0.015296068859198356,0.20058207821926355,0.01774530594779632,0.10525353702236666,0.43618726950617287,0.22441520467836257
73,Chet Baker,94210,0.47210362636116154,0.18736995649210036,0.3790804757653731,0.46697547941775636,0.5866906852418713,1,0,0.9052866248388465,0.4570807646454266,0.14757133555231955,0.023959538938810445,0.12364209376820948,0.2956486540740741,0.2222222222222222
74,Rush,203008,0.41628112862976413,0.7803934086534606,0.46670339652365705,0.5669403479121854,0.7461108593362096,1,2,0.09198636436368274,0.10039047379239466,0.33625552943623876,0.031053543003851092,0.19275511126248437,0.4440396680246914,0.2222222222222222
75,Prince,361393,0.7034596188747732,0.5491211534605822,0.6270356561466156,0.5092248130697532,0.672987217575743,1,1,0.19987424184034563,0.06439724460431655,0.2187830247555648,0.05490193945228926,0.1623191847420769,0.506502057654321,0.2185672514619883
76,AC/DC,574772,0.4409255898366606,0.8508835241398668,0.49073080186945334,0.5562985347172431,0.8517313022728916,1,9,0.030362238620342378,0.2338597913669065,0.29117328895360933,0.0522464698331194,0.1366635450949104,0.602962962962963,0.2185672514619883
77,Prince,1426748,0.7034596188747732,0.5491211534605822,0.6270356561466156,0.5092248130697532,0.672987217575743,1,1,0.19987424184034563,0.06439724460431655,0.2187830247555648,0.05490193945228926,0.1623191847420769,0.506502057654321,0.2185672514619883
78,Prince,1589051,0.7034596188747732,0.5491211534605822,0.6270356561466156,0.5092248130697532,0.672987217575743,1,1,0.19987424184034563,0.06439724460431655,0.2187830247555648,0.05490193945228926,0.1623191847420769,0.506502057654321,0.2185672514619883
79,Ramones,490004,0.4009586377041743,0.8815847080760285,0.7381118972850917,0.7448530164908328,0.8573876305767794,1,9,0.05230243857978209,0.10775182528263105,0.21034358643644685,0.045451983311938386,0.0634357945496844,0.4256756756790124,0.21564327485380116
80,Neil Young,379125,0.489197902676951,0.39609108188306996,0.4902499574646852,0.5418512473397293,0.6557081026296127,1,7,0.4626589771943443,0.047456892086330936,0.2545101456209694,0.015496420624732561,0.13076928845576063,0.4766103972839506,0.2141812865497076
81,Julie London,247966,0.39114437046279493,0.1873977604459058,0.259593465315339,0.4275820973744409,0.6155416833377523,1,10,0.8183279232040185,0.006846252826310381,0.15931746203453295,0.02549955712451862,0.06943503120191834,0.26150008456790125,0.21271929824561403
82,Los Tigres del Norte,806336,0.7640105762250454,0.518156752746812,0.9094789108858898,0.5262330647455814,0.7437423795704885,1,9,0.3808077777267625,0.00015964028776978417,0.1578846941959642,0.10241431001283698,0.08860468188720642,0.5397616007407408,0.21125730994152048
83,Stan Getz,742899,0.4774349137931035,0.2358865315983639,0.5206955983826079,0.46870184597175274,0.5652449080479164,1,5,0.8813965463960963,0.3222418540596095,0.1580955179945912,0.026090657894736847,0.16312208213923038,0.2661418677777778,0.20906432748538012
84,Green Day,154544,0.3670235617059891,0.8983154382869516,0.6603640791892034,0.6092169711040549,0.8649729993251224,1,1,0.018572314014093528,0.020816692702980474,0.19251543790305806,0.0516699486521181,0.09990719278074983,0.591669961728395,0.2046783625730994
85,Marty Robbins,858710,0.5651791311252269,0.3381604168337477,0.5459588279157696,0.47588287240943694,0.6831351517269638,1,4,0.8030161355886516,0.00860065981500514,0.17913526211774497,0.018563355798031665,0.08471917784246684,0.31167347654320987,0.2046783625730994
86,Bill Evans,61912,0.45806731284029045,0.22461901916753546,0.3454771527595442,0.4140805541329509,0.5365403222540914,1,0,0.8827236330832022,0.6523087872559096,0.12858591637195754,0.02127460419341036,0.16635093336042997,0.3197971781481481,0.20394736842105263
87,Bill Evans,74005,0.45806731284029045,0.22461901916753546,0.3454771527595442,0.4140805541329509,0.5365403222540914,1,0,0.8827236330832022,0.6523087872559096,0.12858591637195754,0.02127460419341036,0.16635093336042997,0.3197971781481481,0.20394736842105263
88,Bill Evans,764702,0.45806731284029045,0.22461901916753546,0.3454771527595442,0.4140805541329509,0.5365403222540914,1,0,0.8827236330832022,0.6523087872559096,0.12858591637195754,0.02127460419341036,0.16635093336042997,0.3197971781481481,0.20394736842105263
89,Bee Gees,43714,0.5423832304900181,0.5101267503408453,0.5981912975896655,0.433456690794041,0.6976020248740631,1,7,0.2486677130064158,0.047453691675231245,0.24346697004368628,0.01762697368421053,0.1144985926677217,0.5253568314814815,0.195906432748538
90,"Hank Williams, Jr.",117844,0.6106184097096189,0.5309367230732215,0.6538844688336922,0.4861964412122867,0.6810647441490516,1,2,0.23610117917890658,0.000940431654676259,0.15042421884751403,0.021847108472400515,0.09746034260954542,0.44435265506172833,0.195906432748538
91,Journey,291043,0.3742705047640653,0.7423442848263694,0.4140250391219871,0.5582424061365473,0.7917802551037624,1,2,0.12232204472416182,0.025284919835560124,0.2954079509049303,0.030560181857081734,0.12298851735534183,0.47767221987654324,0.195906432748538
92,Depeche Mode,239921,0.6059046540381126,0.6867065532520651,0.6071445644068687,0.5203831643279047,0.7116975998457423,1,0,0.24297261686982233,0.23162336073997947,0.21674890472228,0.018366002353444592,0.13841505520001657,0.4278448235802469,0.19444444444444445
93,Wings,956707,0.4906219725499093,0.47661177119255754,0.5341046515780076,0.509880192222336,0.672507451372653,1,2,0.31819084173970896,0.05390810585817061,0.3231909600582484,0.02617422871202397,0.12466456423003802,0.43117051888888885,0.19371345029239767
94,Neil Diamond,864209,0.44239461660617063,0.428297271232657,0.5133563661187839,0.44740724162654916,0.6465308149147967,1,9,0.4144780678944262,0.04535382322713258,0.22091289785729146,0.02164442447582371,0.10003252281732405,0.4389005358024691,0.19298245614035087
95,Electric Light Orchestra,163229,0.4675057055353903,0.564867842248777,0.5295750123404925,0.5183462107503386,0.727028595386729,1,9,0.4527166016503691,0.06610450154162385,0.2641216091117121,0.018278095849379547,0.12642625916315256,0.4865319865432099,0.1922514619883041
96,Aerosmith,604852,0.4079119237749547,0.7904576078675114,0.5340075649845087,0.5515552778631341,0.7830129490226325,1,9,0.07882524760391575,0.03416383658787256,0.2616575577283129,0.026212056054771078,0.1383786646494716,0.498035914691358,0.1922514619883041
97,Henry Mancini,678009,0.4554991617513612,0.35970293828695166,0.4598639983195925,0.4730918285590722,0.6379060389500831,1,0,0.7786337032329721,0.5089921541623844,0.13387004576659037,0.014526602481814296,0.07602195217566658,0.24414401728395063,0.1915204678362573
98,Jackie Gleason,781399,0.14398552971869327,0.26021056921164487,0.11389732500131282,0.3762827295799333,0.6171896587047169,1,5,0.8641255670349626,0.7199978530318603,0.18686627002288328,0.03909418806161746,0.086724506599477,0.13383091580246914,0.1915204678362573
99,The Clash,75747,0.5755981488203267,0.720792297898789,0.7302849761067058,0.5976480589982587,0.7353018614813566,1,0,0.16932240463416534,0.10021211408016444,0.2126502860411899,0.059891980102695766,0.10402969642343032,0.45839223444444444,0.19078947368421054
100,The Byrds,631774,0.4417765755444646,0.579242782099607,0.6663124392165101,0.5099945901191574,0.7227498358601075,1,2,0.33567029821988065,0.060775,0.23692706365716665,0.015599532520325204,0.07624094956196885,0.3454905286419753,0.19078947368421054
101,George Jones,944310,0.5441061354355717,0.3976359080519689,0.5903004568607887,0.4514270004666143,0.6812032767721565,1,7,0.6030415362168189,0.00629932887975334,0.20815104223008113,0.01616012943945229,0.0753126336250614,0.35453774382716047,0.19078947368421054
102,B.B. King,59156,0.5442290245009074,0.5303282911620819,0.6537148716063645,0.4575284236402745,0.755820356455928,1,2,0.5846750888773492,0.04659556731757451,0.2539881745371333,0.0547760109114249,0.11839586813716173,0.3015669516049383,0.18932748538011696
103,Sublime,486047,0.6188075215517242,0.6361977704707675,0.6031614745575802,0.45228894522403174,0.788264082961749,1,9,0.19593035229885122,0.0692895210688592,0.22593451112960267,0.10196427685066325,0.09373733849424165,0.5393061045679013,0.18421052631578946
104,The Allman Brothers Band,745964,0.40095389292196004,0.6224843963028309,0.6214998802709657,0.5152682958334756,0.6996117158764974,1,2,0.33239390132313285,0.292022950668037,0.41055619929269815,0.022317819854514333,0.22862243194945972,0.38800705469135804,0.1834795321637427
105,Dolly Parton,175286,0.5630172413793104,0.41047878739273397,0.5779278475030194,0.4767449213015125,0.6965361421099568,1,2,0.6125522175479315,0.006759355601233299,0.1733717495319326,0.021949080017115964,0.0850112770990025,0.44074074074074077,0.18201754385964913
106,John Denver,811622,0.423874773139746,0.30550886197770466,0.49725988552223915,0.4774079005770084,0.6449178336426523,1,7,0.6864679551532477,0.007756258992805755,0.2375373413771583,0.03242190842961062,0.10259313689516293,0.43525925925925923,0.18201754385964913
107,Juan Gabriel,240252,0.5390511910163339,0.4162880222952923,0.6580124119098881,0.5386888097920721,0.6792870223432718,1,2,0.5020489890255813,0.014464346351490236,0.23683831495735383,0.029167294608472404,0.1203765822844358,0.552606587654321,0.17982456140350878
108,Santana,295756,0.4731816141107078,0.6485528009463469,0.6185141973428556,0.5397324217282938,0.6852606833136493,1,7,0.2706532995580648,0.40121848304213775,0.22520976388599956,0.0352403540864356,0.14959889781865693,0.46371574827160494,0.179093567251462
109,The Doors,114342,0.49387940335753183,0.5041412904001924,0.5732888084860579,0.5280740164111668,0.6572310043626021,1,9,0.3893414018421845,0.0748772918807811,0.2601690565841481,0.07109498502353445,0.10837346278256255,0.5372134038271605,0.1783625730994152
110,The Weeknd,2674162,0.5608078073956443,0.6073998205549763,0.29127699207057717,0.5359194077412452,0.7933704581696354,0,0,0.2725288496527491,0.010888374100719425,0.19776134283336802,0.06804816966195977,0.14293940825180818,0.7780297303703704,0.1783625730994152
